# HOMER Peaks
# Peak finding parameters:
# tag directory = outputdir/
#
# total peaks = 86424
# peak size = 154
# peaks found using tags on both strands
# minimum distance between peaks = 308
# fragment length = 114
# genome size = 2000000000
# Total tags = 9838548.0
# Total tags in peaks = 4277186.0
# Approximate IP efficiency = 43.47%
# tags per bp = 0.003851
# expected tags per peak = 0.593
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 3.055958e-06
# FDR tag threshold = 7.0
# number of putative peaks = 105817
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 19381
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 12
#
# cmd = findPeaks outputdir/ -style factor -o homerPeaks.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr4-4498	chr4	51547506	51547660	+	16.3	0.941	10.000000	78.69	3.33e-25	1.16
chr4-4509	chr4	55722615	55722769	+	16.3	0.762	10.000000	36.53	5.65e-20	1.16
chr4-4558	chr4	94007524	94007678	+	16.3	0.941	10.000000	60.17	2.29e-23	1.16
chr4-4624	chr4	122944642	122944796	+	16.3	0.882	10.000000	60.17	2.29e-23	1.16
chr5-4549	chr5	77030333	77030487	+	16.3	0.722	10.000000	24.95	2.06e-17	1.16
chr5-4618	chr5	113151356	113151510	+	16.3	0.889	10.000000	36.53	5.65e-20	1.16
chr5-5123	chr5	139794123	139794277	+	16.3	0.824	9.000000	6.56	7.67e-09	1.29
chr6-4163	chr6	29680258	29680412	+	16.3	0.895	10.000000	39.34	1.78e-20	1.16
chr6-4214	chr6	47485233	47485387	+	16.3	0.941	10.000000	30.09	1.15e-18	1.16
chr6-4560	chr6	48600673	48600827	+	16.3	0.882	9.000000	26.23	9.54e-18	1.29
chr7-4547	chr7	64239833	64239987	+	16.3	0.882	10.000000	24.95	2.06e-17	1.16
chr7-4571	chr7	75617511	75617665	+	16.3	0.889	10.000000	17.64	4.06e-15	1.16
chr8-3845	chr8	122964023	122964177	+	16.3	0.833	10.000000	6.35	1.18e-08	1.16
chr10-4420	chr10	63223635	63223789	+	16.3	0.842	10.000000	14.21	1.11e-13	1.16
chr10-4820	chr10	78453943	78454097	+	16.3	0.889	9.000000	8.67	1.53e-10	1.29
chr10-4588	chr10	128824466	128824620	+	16.3	0.944	10.000000	13.29	3.02e-13	1.16
chr11-5747	chr11	5991039	5991193	+	16.3	0.941	9.000000	68.20	3.19e-24	1.29
chr11-6018	chr11	94380947	94381101	+	16.3	0.941	9.000000	11.49	2.57e-12	1.29
chr11-6066	chr11	101592365	101592519	+	16.3	0.941	9.000000	5.41	1.02e-07	1.29
chr11-5700	chr11	119905042	119905196	+	16.3	0.882	10.000000	15.98	1.90e-14	1.16
chr12-2982	chr12	80004294	80004448	+	16.3	0.889	10.000000	17.34	5.25e-15	1.16
chr12-3076	chr12	116116302	116116456	+	16.3	0.833	10.000000	53.84	1.31e-22	1.16
chr13-3481	chr13	29624999	29625153	+	16.3	0.739	10.000000	31.97	4.49e-19	1.16
chr13-4306	chr13	54567436	54567590	+	16.3	0.882	8.000000	15.04	4.72e-14	1.45
chr13-3970	chr13	77438925	77439079	+	16.3	0.941	9.000000	113.66	9.87e-28	1.29
chr14-2914	chr14	30212332	30212486	+	16.3	0.800	10.000000	20.46	4.28e-16	1.16
chr14-2952	chr14	53120532	53120686	+	16.3	0.941	10.000000	37.89	3.21e-20	1.16
chr14-3606	chr14	79428568	79428722	+	16.3	0.762	8.000000	6.47	9.13e-09	1.45
chr16-2847	chr16	58524573	58524727	+	16.3	0.882	10.000000	35.27	9.75e-20	1.16
chr16-3102	chr16	78238194	78238348	+	16.3	0.941	9.000000	22.24	1.20e-16	1.29
chr17-3734	chr17	29251004	29251158	+	16.3	0.818	9.000000	24.36	2.98e-17	1.45
chr17-4071	chr17	32636007	32636161	+	16.3	0.941	8.000000	10.66	7.79e-12	1.45
chr17-3495	chr17	36231221	36231375	+	16.3	0.941	10.000000	8.74	1.36e-10	1.16
chr17-3531	chr17	47204852	47205006	+	16.3	0.889	10.000000	10.55	9.07e-12	1.16
chr18-2220	chr18	61068529	61068683	+	16.3	0.762	10.000000	5.95	2.90e-08	1.29
chrX-1470	chrX	23723620	23723774	+	16.3	0.895	10.000000	170.49	1.57e-30	1.16
chr1-5536	chr1	10177756	10177910	+	15.2	0.833	9.000000	56.41	1.38e-21	1.18
chr1-5553	chr1	34867344	34867498	+	15.2	0.941	9.000000	45.67	3.08e-20	1.18
chr1-5191	chr1	42770681	42770835	+	15.2	0.640	10.000000	10.10	7.24e-11	1.18
chr1-5709	chr1	90956809	90956963	+	15.2	0.941	9.000000	68.50	7.84e-23	1.18
chr1-5427	chr1	166564686	166564840	+	15.2	0.833	10.000000	50.48	7.07e-21	1.06
chr1-5447	chr1	171170625	171170779	+	15.2	0.882	10.000000	9.13	2.81e-10	1.06
chr1-5913	chr1	171211627	171211781	+	15.2	0.941	9.000000	8.80	4.64e-10	1.18
chr1-5937	chr1	177704276	177704430	+	15.2	0.737	9.000000	4.15	6.19e-06	1.18
chr1-6548	chr1	185336542	185336696	+	15.2	0.895	8.000000	18.80	1.16e-14	1.33
chr2-6018	chr2	6334930	6335084	+	15.2	0.824	10.000000	5.10	5.24e-07	1.06
chr2-6112	chr2	33206959	33207113	+	15.2	0.882	10.000000	11.02	2.18e-11	1.06
chr2-6122	chr2	35533024	35533178	+	15.2	0.882	10.000000	28.21	3.46e-17	1.06
chr2-6127	chr2	36224794	36224948	+	15.2	0.727	10.000000	10.10	7.24e-11	1.06
chr2-6201	chr2	75563618	75563772	+	15.2	0.833	10.000000	50.48	7.07e-21	1.06
chr2-6246	chr2	103796826	103796980	+	15.2	0.625	10.000000	8.49	7.52e-10	1.18
chr2-6330	chr2	132715459	132715613	+	15.2	0.800	10.000000	7.55	3.54e-09	1.06
chr2-6403	chr2	164464223	164464377	+	15.2	0.938	10.000000	8.34	9.51e-10	1.06
chr3-4209	chr3	36854129	36854283	+	15.2	0.900	9.000000	45.67	3.08e-20	1.33
chr3-3922	chr3	51122140	51122294	+	15.2	0.938	10.000000	39.96	2.18e-19	1.06
chr3-3970	chr3	84451724	84451878	+	15.2	0.824	10.000000	14.75	3.78e-13	1.06
chr3-4019	chr3	96190393	96190547	+	15.2	0.875	10.000000	38.36	3.95e-19	1.06
chr3-4345	chr3	97163597	97163751	+	15.2	0.833	9.000000	8.88	4.10e-10	1.33
chr3-4365	chr3	102701971	102702125	+	15.2	0.650	9.000000	56.41	1.38e-21	1.18
chr3-4385	chr3	106772249	106772403	+	15.2	0.941	9.000000	12.30	4.82e-12	1.18
chr3-4125	chr3	138454341	138454495	+	15.2	0.882	10.000000	73.77	2.62e-23	1.18
chr4-4437	chr4	19827841	19827995	+	15.2	0.833	10.000000	47.95	1.50e-20	1.06
chr4-4648	chr4	129373667	129373821	+	15.2	0.882	10.000000	11.02	2.18e-11	1.06
chr4-5131	chr4	138319599	138319753	+	15.2	0.750	9.000000	29.97	1.44e-17	1.33
chr4-4731	chr4	143303978	143304132	+	15.2	0.889	10.000000	11.15	1.86e-11	1.06
chr4-5648	chr4	145147212	145147366	+	15.2	0.684	8.000000	5.74	1.20e-07	1.33
chr5-4429	chr5	20837209	20837363	+	15.2	0.938	10.000000	29.97	1.44e-17	1.06
chr5-4453	chr5	30772232	30772386	+	15.2	0.938	10.000000	29.06	2.24e-17	1.06
chr5-4467	chr5	33801559	33801713	+	15.2	0.938	10.000000	24.59	2.50e-16	1.06
chr5-4566	chr5	92496442	92496596	+	15.2	0.895	10.000000	16.53	7.16e-14	1.06
chr5-4591	chr5	103767429	103767583	+	15.2	0.765	10.000000	7.16	7.15e-09	1.06
chr5-5052	chr5	123585577	123585731	+	15.2	0.833	9.000000	6.66	1.82e-08	1.18
chr5-4699	chr5	137850250	137850404	+	15.2	0.833	10.000000	59.94	5.63e-22	1.06
chr5-4729	chr5	145167469	145167623	+	15.2	0.762	10.000000	18.09	2.00e-14	1.06
chr6-4157	chr6	28704739	28704893	+	15.2	0.833	10.000000	31.97	5.63e-18	1.06
chr6-4226	chr6	49838238	49838392	+	15.2	0.714	10.000000	8.80	4.64e-10	1.18
chr6-4580	chr6	51795402	51795556	+	15.2	0.833	9.000000	35.52	1.21e-18	1.33
chr6-4281	chr6	71845419	71845573	+	15.2	0.938	10.000000	73.77	2.62e-23	1.06
chr6-4377	chr6	119487680	119487834	+	15.2	0.895	10.000000	9.50	1.66e-10	1.06
chr6-4418	chr6	129113384	129113538	+	15.2	0.938	10.000000	38.36	3.95e-19	1.06
chr7-4456	chr7	4719023	4719177	+	15.2	0.750	10.000000	4.06	7.94e-06	1.06
chr7-4538	chr7	48876632	48876786	+	15.2	0.941	10.000000	19.57	6.57e-15	1.06
chr7-4591	chr7	82691487	82691641	+	15.2	0.864	10.000000	19.18	8.76e-15	1.18
chr7-4602	chr7	88077518	88077672	+	15.2	0.938	10.000000	79.92	8.01e-24	1.06
chr7-4962	chr7	90258041	90258195	+	15.2	0.833	9.000000	59.94	5.63e-22	1.18
chr7-4682	chr7	117575554	117575708	+	15.2	0.944	10.000000	19.98	4.90e-15	1.18
chr7-5133	chr7	139566847	139567001	+	15.2	0.941	9.000000	63.94	2.17e-22	1.18
chr7-4765	chr7	143712819	143712973	+	15.2	0.667	10.000000	41.70	1.17e-19	1.06
chr8-3628	chr8	17407625	17407779	+	15.2	0.938	10.000000	34.25	2.06e-18	1.06
chr8-3754	chr8	84709280	84709434	+	15.2	0.824	10.000000	4.28	4.32e-06	1.06
chr8-3762	chr8	88139329	88139483	+	15.2	0.789	10.000000	11.70	9.63e-12	1.06
chr8-4079	chr8	104590010	104590164	+	15.2	0.941	9.000000	9.89	9.62e-11	1.18
chr8-4152	chr8	123671686	123671840	+	15.2	0.882	9.000000	28.21	3.46e-17	1.18
chr9-3815	chr9	16127261	16127415	+	15.2	0.875	10.000000	63.94	2.17e-22	1.06
chr9-3841	chr9	25445970	25446124	+	15.2	0.875	10.000000	43.59	6.09e-20	1.06
chr9-4258	chr9	59281034	59281188	+	15.2	0.882	9.000000	28.21	3.46e-17	1.18
chr9-3974	chr9	64557515	64557669	+	15.2	0.882	10.000000	56.41	1.38e-21	1.18
chr9-4023	chr9	78363496	78363650	+	15.2	0.895	10.000000	95.90	5.36e-25	1.06
chr9-4052	chr9	96785995	96786149	+	15.2	0.882	10.000000	16.25	9.11e-14	1.06
chr9-4063	chr9	105425444	105425598	+	15.2	0.833	10.000000	59.94	5.63e-22	1.06
chr10-4281	chr10	5558917	5559071	+	15.2	0.941	10.000000	56.41	1.38e-21	1.18
chr10-4284	chr10	7033552	7033706	+	15.2	0.938	10.000000	26.64	7.90e-17	1.06
chr10-4339	chr10	22361131	22361285	+	15.2	0.882	10.000000	9.69	1.27e-10	1.06
chr10-4350	chr10	24814607	24814761	+	15.2	0.938	10.000000	119.88	1.95e-26	1.06
chr10-4403	chr10	59618636	59618790	+	15.2	0.889	10.000000	14.75	3.78e-13	1.06
chr10-4748	chr10	60169491	60169645	+	15.2	0.938	9.000000	27.40	5.26e-17	1.18
chr10-5401	chr10	96408344	96408498	+	15.2	0.789	8.000000	27.40	5.26e-17	1.52
chr10-4559	chr10	117330654	117330808	+	15.2	0.895	10.000000	26.64	7.90e-17	1.06
chr10-4563	chr10	118628087	118628241	+	15.2	0.941	10.000000	53.28	3.19e-21	1.18
chr10-5488	chr10	128069356	128069510	+	15.2	0.938	8.000000	35.52	1.21e-18	1.33
chr11-5340	chr11	4975780	4975934	+	15.2	0.700	10.000000	8.20	1.20e-09	1.06
chr11-5440	chr11	61104399	61104553	+	15.2	0.842	10.000000	5.21	4.03e-07	1.06
chr11-5529	chr11	83571377	83571531	+	15.2	0.875	10.000000	4.13	6.51e-06	1.06
chr11-5625	chr11	104622306	104622460	+	15.2	0.882	10.000000	26.64	7.90e-17	1.06
chr11-6132	chr11	107547902	107548056	+	15.2	0.938	9.000000	20.40	3.63e-15	1.18
chr11-5647	chr11	109792074	109792228	+	15.2	0.944	10.000000	23.98	3.60e-16	1.06
chr12-2865	chr12	4164899	4165053	+	15.2	0.789	10.000000	8.88	4.10e-10	1.06
chr12-2931	chr12	54496138	54496292	+	15.2	0.778	10.000000	23.39	5.14e-16	1.06
chr12-2932	chr12	54810012	54810166	+	15.2	0.889	10.000000	11.15	1.86e-11	1.06
chr12-3952	chr12	72009806	72009960	+	15.2	0.882	7.000000	35.52	1.21e-18	1.52
chr12-3088	chr12	119090540	119090694	+	15.2	0.875	10.000000	9.40	1.90e-10	1.06
chr13-4092	chr13	5430600	5430754	+	15.2	0.938	8.000000	68.50	7.84e-23	1.33
chr13-3738	chr13	5855750	5855904	+	15.2	0.789	9.000000	21.31	1.95e-15	1.18
chr13-3451	chr13	9134238	9134392	+	15.2	0.938	10.000000	21.80	1.41e-15	1.06
chr13-3494	chr13	37143560	37143714	+	15.2	0.842	10.000000	20.40	3.63e-15	1.06
chr13-3498	chr13	37542392	37542546	+	15.2	0.941	10.000000	4.99	6.79e-07	1.06
chr13-3932	chr13	59271763	59271917	+	15.2	0.938	9.000000	53.28	3.19e-21	1.18
chr13-3685	chr13	103926817	103926971	+	15.2	0.833	10.000000	8.56	6.68e-10	1.06
chr13-4052	chr13	111484911	111485065	+	15.2	0.941	9.000000	14.31	5.79e-13	1.18
chr14-3097	chr14	24586322	24586476	+	15.2	0.833	9.000000	73.77	2.62e-23	1.18
chr14-2937	chr14	47249931	47250085	+	15.2	0.882	10.000000	56.41	1.38e-21	1.06
chr14-2947	chr14	51069760	51069914	+	15.2	0.938	10.000000	12.45	4.03e-12	1.06
chr14-2950	chr14	51181829	51181983	+	15.2	0.875	10.000000	28.21	3.46e-17	1.06
chr14-3449	chr14	51757408	51757562	+	15.2	0.833	8.000000	119.88	1.95e-26	1.33
chr14-3016	chr14	74919238	74919392	+	15.2	0.833	10.000000	14.53	4.69e-13	1.06
chr14-3022	chr14	76632853	76633007	+	15.2	0.800	10.000000	23.98	3.60e-16	1.06
chr14-3025	chr14	77832434	77832588	+	15.2	0.789	10.000000	7.99	1.67e-09	1.06
chr14-3032	chr14	79589564	79589718	+	15.2	0.938	10.000000	11.02	2.18e-11	1.06
chr14-3053	chr14	120480633	120480787	+	15.2	0.938	10.000000	4.06	7.94e-06	1.06
chr15-3237	chr15	6080881	6081035	+	15.2	0.889	10.000000	24.59	2.50e-16	1.06
chr15-3502	chr15	12404735	12404889	+	15.2	0.941	9.000000	34.25	2.06e-18	1.18
chr15-4081	chr15	100449043	100449197	+	15.2	0.941	8.000000	18.80	1.16e-14	1.52
chr16-2708	chr16	10745333	10745487	+	15.2	0.762	10.000000	21.31	1.95e-15	1.06
chr16-2727	chr16	16560203	16560357	+	15.2	0.789	10.000000	7.38	4.81e-09	1.06
chr16-2762	chr16	24631985	24632139	+	15.2	0.850	10.000000	8.49	7.52e-10	1.18
chr16-2807	chr16	43179611	43179765	+	15.2	0.842	10.000000	87.18	2.21e-24	1.06
chr16-2811	chr16	44172017	44172171	+	15.2	0.727	10.000000	6.23	4.31e-08	1.18
chr16-2860	chr16	76241819	76241973	+	15.2	0.895	10.000000	23.98	3.60e-16	1.18
chr16-2894	chr16	93585532	93585686	+	15.2	0.882	10.000000	11.42	1.34e-11	1.06
chr17-3670	chr17	10232237	10232391	+	15.2	0.938	9.000000	22.83	7.26e-16	1.18
chr17-3402	chr17	11555882	11556036	+	15.2	0.938	10.000000	87.18	2.21e-24	1.06
chr17-3417	chr17	23337681	23337835	+	15.2	0.812	10.000000	191.81	1.77e-29	1.06
chr17-3889	chr17	72182631	72182785	+	15.2	0.882	9.000000	19.98	4.90e-15	1.18
chr18-2241	chr18	67552291	67552445	+	15.2	0.889	10.000000	47.95	1.50e-20	1.18
chr18-2265	chr18	77191469	77191623	+	15.2	0.938	10.000000	106.56	1.12e-25	1.06
chr19-2541	chr19	7440842	7440996	+	15.2	0.938	10.000000	5.54	1.87e-07	1.06
chr19-3066	chr19	16649737	16649891	+	15.2	0.812	8.000000	56.41	1.38e-21	1.33
chr19-2642	chr19	34607701	34607855	+	15.2	0.889	10.000000	22.83	7.26e-16	1.06
chr19-2652	chr19	37208202	37208356	+	15.2	0.833	10.000000	8.27	1.07e-09	1.06
chr19-2712	chr19	55548756	55548910	+	15.2	0.789	10.000000	9.31	2.17e-10	1.06
chrX-1448	chrX	12002186	12002340	+	15.2	0.882	10.000000	5.85	9.57e-08	1.06
chrX-1460	chrX	16954936	16955090	+	15.2	0.882	10.000000	87.18	2.21e-24	1.06
chrX-1517	chrX	99151531	99151685	+	15.2	0.938	10.000000	50.48	7.07e-21	1.06
chrX-1823	chrX	101885920	101886074	+	15.2	0.938	8.000000	239.76	6.33e-31	1.33
chr1-5141	chr1	9905932	9906086	+	14.2	0.938	10.000000	27.12	6.52e-16	1.08
chr1-5145	chr1	13343877	13344031	+	14.2	0.938	10.000000	15.70	9.43e-13	0.97
chr1-5148	chr1	13448148	13448302	+	14.2	0.933	10.000000	28.87	2.80e-16	0.97
chr1-5149	chr1	13984945	13985099	+	14.2	0.933	10.000000	12.10	3.02e-11	0.97
chr1-6033	chr1	21787602	21787756	+	14.2	0.933	8.000000	63.94	5.37e-21	1.21
chr1-5161	chr1	34844533	34844687	+	14.2	0.750	10.000000	6.89	3.58e-08	0.97
chr1-5199	chr1	51699514	51699668	+	14.2	0.875	10.000000	59.67	1.39e-20	0.97
chr1-5201	chr1	52655241	52655395	+	14.2	0.667	10.000000	5.39	6.52e-07	1.08
chr1-5206	chr1	54877846	54878000	+	14.2	0.609	10.000000	17.21	2.82e-13	0.97
chr1-5220	chr1	60376657	60376811	+	14.2	0.933	10.000000	47.11	3.57e-19	0.97
chr1-5244	chr1	72000863	72001017	+	14.2	0.875	10.000000	20.82	2.27e-14	0.97
chr1-5252	chr1	74424359	74424513	+	14.2	0.875	10.000000	7.59	1.10e-08	0.97
chr1-5269	chr1	80772665	80772819	+	14.2	0.875	10.000000	13.36	8.33e-12	0.97
chr1-5277	chr1	85572234	85572388	+	14.2	0.824	10.000000	55.94	3.37e-20	1.08
chr1-5282	chr1	85988990	85989144	+	14.2	0.789	10.000000	9.42	7.36e-10	0.97
chr1-5697	chr1	87897911	87898065	+	14.2	0.933	9.000000	9.13	1.09e-09	1.08
chr1-5707	chr1	89811756	89811910	+	14.2	0.824	9.000000	29.84	1.80e-16	1.21
chr1-5317	chr1	95571262	95571416	+	14.2	0.875	10.000000	15.98	7.47e-13	0.97
chr1-5331	chr1	107346021	107346175	+	14.2	0.933	10.000000	22.95	6.16e-15	0.97
chr1-5744	chr1	107687618	107687772	+	14.2	0.933	9.000000	34.43	2.58e-17	1.08
chr1-5336	chr1	121462734	121462888	+	14.2	0.882	10.000000	17.55	2.18e-13	0.97
chr1-5347	chr1	131438682	131438836	+	14.2	0.933	10.000000	14.44	2.83e-12	0.97
chr1-5377	chr1	142681481	142681635	+	14.2	0.933	10.000000	35.80	1.52e-17	0.97
chr1-5392	chr1	152225528	152225682	+	14.2	0.875	10.000000	40.69	2.65e-18	0.97
chr1-5851	chr1	153945312	153945466	+	14.2	0.882	9.000000	40.69	2.65e-18	1.21
chr1-5408	chr1	156624269	156624423	+	14.2	0.882	10.000000	14.21	3.48e-12	0.97
chr1-5416	chr1	160195527	160195681	+	14.2	0.737	10.000000	8.14	4.61e-09	0.97
chr1-5877	chr1	161463878	161464032	+	14.2	0.933	9.000000	42.62	1.40e-18	1.08
chr1-5424	chr1	164269466	164269620	+	14.2	0.933	10.000000	59.67	1.39e-20	0.97
chr1-5440	chr1	170642237	170642391	+	14.2	0.750	10.000000	28.87	2.80e-16	0.97
chr1-5930	chr1	173887379	173887533	+	14.2	0.824	9.000000	55.94	3.37e-20	1.08
chr1-5524	chr1	192092669	192092823	+	14.2	0.667	10.000000	5.77	2.93e-07	0.97
chr2-7089	chr2	18984531	18984685	+	14.2	0.938	8.000000	5.06	1.37e-06	1.21
chr2-6058	chr2	25065622	25065776	+	14.2	0.812	10.000000	16.89	3.62e-13	0.97
chr2-6060	chr2	25694689	25694843	+	14.2	0.722	10.000000	29.84	1.80e-16	0.97
chr2-6063	chr2	26133101	26133255	+	14.2	0.762	10.000000	14.44	2.83e-12	0.97
chr2-6114	chr2	33543071	33543225	+	14.2	0.933	10.000000	26.33	9.75e-16	0.97
chr2-6601	chr2	37366125	37366279	+	14.2	0.800	9.000000	59.67	1.39e-20	1.08
chr2-6602	chr2	37420746	37420900	+	14.2	0.933	9.000000	7.78	8.00e-09	1.08
chr2-6133	chr2	45157372	45157526	+	14.2	0.875	10.000000	13.99	4.58e-12	0.97
chr2-6145	chr2	49868056	49868210	+	14.2	0.933	10.000000	111.89	2.33e-24	0.97
chr2-6148	chr2	51961811	51961965	+	14.2	0.933	10.000000	52.65	7.76e-20	0.97
chr2-7275	chr2	65245609	65245763	+	14.2	0.933	8.000000	31.97	7.07e-17	1.21
chr2-7348	chr2	90547445	90547599	+	14.2	0.875	8.000000	4.37	7.14e-06	1.21
chr2-6229	chr2	93036817	93036971	+	14.2	0.938	10.000000	89.51	5.14e-23	0.97
chr2-6236	chr2	94316706	94316860	+	14.2	0.875	10.000000	127.87	3.66e-25	0.97
chr2-6248	chr2	103946994	103947148	+	14.2	0.824	10.000000	6.17	1.33e-07	1.08
chr2-6249	chr2	103962458	103962612	+	14.2	0.875	10.000000	4.30	8.38e-06	0.97
chr2-6291	chr2	124573896	124574050	+	14.2	0.933	10.000000	16.58	4.63e-13	0.97
chr2-6304	chr2	128136918	128137072	+	14.2	0.850	10.000000	14.67	2.29e-12	0.97
chr2-6316	chr2	129961569	129961723	+	14.2	0.933	10.000000	55.94	3.37e-20	0.97
chr2-7499	chr2	135474213	135474367	+	14.2	0.750	8.000000	33.15	4.31e-17	1.21
chr2-6870	chr2	140844246	140844400	+	14.2	0.824	9.000000	11.62	5.05e-11	1.08
chr2-6340	chr2	143853533	143853687	+	14.2	0.875	10.000000	17.90	1.68e-13	0.97
chr2-6341	chr2	143948107	143948261	+	14.2	0.875	10.000000	27.97	4.31e-16	0.97
chr2-6355	chr2	152171398	152171552	+	14.2	0.933	10.000000	38.92	4.87e-18	0.97
chr2-6376	chr2	156456604	156456758	+	14.2	0.833	10.000000	6.35	9.52e-08	0.97
chr2-7019	chr2	180745407	180745561	+	14.2	0.812	9.000000	40.69	2.65e-18	1.08
chr3-3891	chr3	22008512	22008666	+	14.2	0.800	10.000000	4.71	3.06e-06	0.97
chr3-4535	chr3	27778614	27778768	+	14.2	0.933	8.000000	40.69	2.65e-18	1.21
chr3-3904	chr3	33857249	33857403	+	14.2	0.714	10.000000	14.21	3.48e-12	0.97
chr3-3931	chr3	52134664	52134818	+	14.2	0.938	10.000000	47.11	3.57e-19	0.97
chr3-3932	chr3	52502291	52502445	+	14.2	0.765	10.000000	10.78	1.32e-10	0.97
chr3-4280	chr3	79059702	79059856	+	14.2	0.938	9.000000	38.92	4.87e-18	1.08
chr3-4014	chr3	96065423	96065577	+	14.2	0.933	10.000000	22.95	6.16e-15	0.97
chr3-4039	chr3	101836662	101836816	+	14.2	0.833	10.000000	38.92	4.87e-18	1.08
chr3-4381	chr3	105751287	105751441	+	14.2	0.933	9.000000	52.65	7.76e-20	1.08
chr3-4062	chr3	107595790	107595944	+	14.2	0.941	10.000000	40.69	2.65e-18	1.08
chr3-4094	chr3	122314265	122314419	+	14.2	0.882	10.000000	16.27	5.90e-13	1.08
chr3-4127	chr3	138741002	138741156	+	14.2	0.810	10.000000	8.44	2.91e-09	1.08
