chr1-5623	chr1	60864953	60865107	+	13.2	0.75	9	6.16	3.79e-07	1.08
chr1-5233	chr1	64200595	64200749	+	13.2	0.933	10	5.89	6.12e-07	0.97
chr1-5245	chr1	72008222	72008376	+	13.2	0.875	10	5.5	1.29e-06	1.08
chr1-5665	chr1	79762602	79762756	+	13.2	0.867	9	8.23	1.42e-08	1.08
chr1-5701	chr1	88630751	88630905	+	13.2	0.867	9	6.2	3.49e-07	1.21
chr1-5293	chr1	89527012	89527166	+	13.2	0.941	10	5.13	2.75e-06	0.97
chr1-4941	chr1	106817723	106817877	+	13.2	0.8	11	5.81	7.14e-07	0.88
chr1-5343	chr1	128618006	128618160	+	13.2	0.812	10	5.58	1.12e-06	0.97
chr1-5774	chr1	131075619	131075773	+	13.2	0.812	9	6.49	2.1e-07	1.08
chr1-7035	chr1	135598313	135598467	+	13.2	0.875	7	6.34	2.71e-07	1.39
chr1-4361	chr1	138327593	138327747	+	13.2	0.812	13	4.52	1.05e-05	0.81
chr1-6359	chr1	138592733	138592887	+	13.2	0.867	8	15.11	9.6e-12	1.21
chr1-5393	chr1	152512324	152512478	+	13.2	0.867	10	6.07	4.46e-07	0.97
chr1-5009	chr1	153487228	153487382	+	13.2	0.867	11	4.47	1.18e-05	0.88
chr1-5026	chr1	157014169	157014323	+	13.2	0.929	11	4.26	1.91e-05	0.88
chr1-5049	chr1	166001621	166001775	+	13.2	0.938	11	5.98	5.23e-07	0.97
chr1-4424	chr1	171688495	171688649	+	13.2	0.5	13	4.83	5.2e-06	0.75
chr1-4727	chr1	172570239	172570393	+	13.2	0.875	12	4.28	1.81e-05	0.88
chr1-5458	chr1	173413899	173414053	+	13.2	0.722	10	5.26	2.11e-06	0.97
chr1-5946	chr1	179834205	179834359	+	13.2	0.938	9	7.36	5.15e-08	1.08
chr1-4743	chr1	180343789	180343943	+	13.2	0.824	12	4.37	1.47e-05	0.88
chr1-4746	chr1	180945479	180945633	+	13.2	0.765	12	4.67	7.45e-06	0.81
chr1-5514	chr1	191163655	191163809	+	13.2	0.867	10	5.01	3.57e-06	0.97
chr1-5520	chr1	191319527	191319681	+	13.2	0.875	10	8.57	8.91e-09	0.97
chr1-6002	chr1	195021897	195022051	+	13.2	0.8	9	5.5	1.29e-06	1.08
chr1-6005	chr1	5084454	5084608	+	12.2	0.933	8	7.04	2.63e-07	1.25
chr1-6011	chr1	9546502	9546656	+	12.2	0.875	8	7.24	1.96e-07	1.1
chr1-5142	chr1	10037114	10037268	+	12.2	0.857	10	5.44	3.66e-06	0.88
chr1-6030	chr1	17608438	17608592	+	12.2	0.8	8	6.85	3.49e-07	1.1
chr1-6046	chr1	33878316	33878470	+	12.2	0.857	8	5.11	6.76e-06	1.1
chr1-5177	chr1	39192639	39192793	+	12.2	0.75	10	6.5	5.99e-07	0.97
chr1-5210	chr1	58349352	58349506	+	12.2	0.929	10	7.99	6.9e-08	0.88
chr1-5616	chr1	60097147	60097301	+	12.2	0.923	9	4.77	1.35e-05	0.97
chr1-4858	chr1	64617871	64618025	+	12.2	0.75	11	4.86	1.13e-05	0.8
chr1-4542	chr1	71098890	71099044	+	12.2	0.929	12	4.49	2.42e-05	0.8
chr1-5259	chr1	75219134	75219288	+	12.2	0.684	10	4.31	3.54e-05	0.88
chr1-5265	chr1	80384555	80384709	+	12.2	0.75	10	10.37	4.16e-09	0.97
chr1-5266	chr1	80714028	80714182	+	12.2	0.867	10	4.8	1.27e-05	0.88
chr1-5283	chr1	86300463	86300617	+	12.2	0.714	10	5.29	4.83e-06	0.88
chr1-6211	chr1	86303983	86304137	+	12.2	0.75	8	4.98	8.76e-06	1.1
chr1-5287	chr1	87792863	87793017	+	12.2	0.722	10	8.43	3.9e-08	0.97
chr1-5299	chr1	91413926	91414080	+	12.2	0.706	10	7.31	1.78e-07	0.97
chr1-6258	chr1	93824354	93824508	+	12.2	0.857	8	7.24	1.96e-07	1.1
chr1-5346	chr1	131365055	131365209	+	12.2	0.706	10	5.01	8.22e-06	0.88
chr1-6313	chr1	131736911	131737065	+	12.2	0.857	8	11.62	1.18e-09	1.1
chr1-4624	chr1	132353144	132353298	+	12.2	0.857	12	4.1	5.64e-05	0.8
chr1-5357	chr1	133087300	133087454	+	12.2	0.867	10	5.86	1.74e-06	0.88
chr1-5820	chr1	138923030	138923184	+	12.2	0.857	9	8.92	2.13e-08	0.97
chr1-6367	chr1	143000829	143000983	+	12.2	0.857	8	4.89	1.06e-05	1.1
chr1-5001	chr1	149833100	149833254	+	12.2	0.882	11	4.59	1.93e-05	0.8
chr1-6392	chr1	152705236	152705390	+	12.2	0.733	8	9.96	6.42e-09	1.1
chr1-5012	chr1	153895044	153895198	+	12.2	0.6	11	4.54	2.16e-05	0.8
chr1-5016	chr1	154074232	154074386	+	12.2	0.684	11	8.34	4.38e-08	0.88
chr1-5422	chr1	161489775	161489929	+	12.2	0.923	10	8.62	3.07e-08	0.88
chr1-5426	chr1	166382008	166382162	+	12.2	0.923	10	8.52	3.46e-08	0.88
chr1-5429	chr1	166823672	166823826	+	12.2	0.769	10	7.31	1.78e-07	0.88
chr1-5435	chr1	170160098	170160252	+	12.2	0.923	10	5.52	3.17e-06	0.88
chr1-5442	chr1	170765422	170765576	+	12.2	0.933	10	5.86	1.74e-06	0.97
chr1-5063	chr1	170992532	170992686	+	12.2	0.667	11	5.44	3.66e-06	0.8
chr1-6474	chr1	171580202	171580356	+	12.2	0.923	8	5.33	4.51e-06	1.1
chr1-5090	chr1	179006936	179007090	+	12.2	0.8	11	5.08	7.22e-06	0.8
chr1-5097	chr1	180335746	180335900	+	12.2	0.75	11	5.6	2.74e-06	0.88
chr1-5102	chr1	181316301	181316455	+	12.2	0.737	11	4.26	3.94e-05	0.88
chr1-5103	chr1	181352271	181352425	+	12.2	0.857	11	5.77	2.03e-06	0.8
chr1-4749	chr1	181355640	181355794	+	12.2	0.8	12	5.68	2.36e-06	0.8
chr1-5105	chr1	181837465	181837619	+	12.2	0.667	11	4.71	1.52e-05	0.8
chr1-6540	chr1	183802389	183802543	+	12.2	0.923	8	8.34	4.38e-08	1.1
chr1-5515	chr1	191166891	191167045	+	12.2	0.8	10	4.08	5.92e-05	0.88
chr1-5989	chr1	191742241	191742395	+	12.2	0.857	9	5.22	5.54e-06	0.97
chr1-5147	chr1	13374281	13374435	+	11.2	0.588	10	5.49	8.39e-06	0.78
chr1-5175	chr1	37996883	37997037	+	11.2	0.917	10	5.06	1.78e-05	0.78
chr1-5575	chr1	39193596	39193750	+	11.2	0.643	9	5.25	1.28e-05	0.98
chr1-4811	chr1	39637095	39637249	+	11.2	0.867	11	5.1	1.67e-05	0.71
chr1-5183	chr1	39740119	39740273	+	11.2	0.846	10	5.72	5.81e-06	0.78
chr1-6079	chr1	39784745	39784899	+	11.2	0.632	8	5.72	5.81e-06	0.98
chr1-6085	chr1	40237494	40237648	+	11.2	0.917	8	4.78	2.94e-05	0.98
chr1-6667	chr1	40469572	40469726	+	11.2	0.917	7	4.57	4.44e-05	1.12
chr1-5194	chr1	46854101	46854255	+	11.2	0.619	10	4.26	8.13e-05	0.98
chr1-6722	chr1	58113559	58113713	+	11.2	0.857	7	8.18	1.91e-07	1.3
chr1-5606	chr1	58423599	58423753	+	11.2	0.923	9	5.25	1.28e-05	0.87
chr1-5221	chr1	60567234	60567388	+	11.2	0.75	10	8.27	1.71e-07	0.87
chr1-5632	chr1	64446118	64446272	+	11.2	0.714	9	6.7	1.31e-06	0.87
chr1-6154	chr1	64615930	64616084	+	11.2	0.833	8	5.13	1.56e-05	0.98
chr1-5239	chr1	66817491	66817645	+	11.2	0.647	10	4.92	2.3e-05	0.78
chr1-5643	chr1	69686726	69686880	+	11.2	0.786	9	5.96	3.95e-06	0.87
chr1-5242	chr1	71923029	71923183	+	11.2	0.846	10	6.28	2.42e-06	0.78
chr1-5666	chr1	80038802	80038956	+	11.2	0.944	9	5.41	9.67e-06	0.98
chr1-6226	chr1	88253497	88253651	+	11.2	0.786	8	7.48	4.55e-07	0.98
chr1-6243	chr1	91238411	91238565	+	11.2	0.846	8	4.92	2.3e-05	0.98
chr1-5301	chr1	92086204	92086358	+	11.2	0.611	10	4.63	3.96e-05	0.87
chr1-5319	chr1	95604137	95604291	+	11.2	0.75	10	7.33	5.57e-07	0.78
chr1-5320	chr1	97714867	97715021	+	11.2	0.857	10	7.9	2.68e-07	0.87
chr1-5324	chr1	105170261	105170415	+	11.2	0.75	10	6.63	1.44e-06	0.87
chr1-5327	chr1	106351058	106351212	+	11.2	0.846	10	6.96	9.07e-07	0.78
chr1-4940	chr1	106694683	106694837	+	11.2	0.688	11	4.66	3.73e-05	0.78
chr1-5338	chr1	127230606	127230760	+	11.2	0.867	10	5.37	1.04e-05	0.87
chr1-6996	chr1	131519098	131519252	+	11.2	0.846	7	7.48	4.55e-07	1.12
chr1-7027	chr1	134556245	134556399	+	11.2	0.917	7	6.45	1.87e-06	1.12
chr1-5368	chr1	135471800	135471954	+	11.2	0.917	10	6.63	1.44e-06	0.78
chr1-6344	chr1	136329634	136329788	+	11.2	0.923	8	12.34	2.91e-09	1.12
chr1-6362	chr1	139035298	139035452	+	11.2	0.786	8	6.57	1.57e-06	0.98
chr1-5378	chr1	143001270	143001424	+	11.2	0.769	10	4.54	4.7e-05	0.78
chr1-5833	chr1	149946456	149946610	+	11.2	0.786	9	6.51	1.72e-06	0.87
chr1-5849	chr1	153349207	153349361	+	11.2	0.643	9	7.73	3.32e-07	0.98
chr1-7132	chr1	156420794	156420948	+	11.2	0.786	7	8.68	1.06e-07	1.12
chr1-6429	chr1	161976576	161976730	+	11.2	0.917	8	14.35	6.24e-10	0.98
chr1-6463	chr1	170270814	170270968	+	11.2	0.923	8	9.63	3.8e-08	1.12
chr1-5448	chr1	171209641	171209795	+	11.2	0.846	10	6.39	2.04e-06	0.87
chr1-5455	chr1	172530537	172530691	+	11.2	0.769	10	6.45	1.87e-06	0.78
chr1-5931	chr1	173952305	173952459	+	11.2	0.917	9	13.02	1.68e-09	0.87
chr1-5463	chr1	175640940	175641094	+	11.2	0.923	10	4.66	3.73e-05	0.87
chr1-6499	chr1	177602426	177602580	+	11.2	0.786	8	7.81	2.98e-07	0.98
chr1-5951	chr1	180288864	180289018	+	11.2	0.769	9	7.9	2.68e-07	0.87
chr1-6522	chr1	180517709	180517863	+	11.2	0.846	8	10.19	2.16e-08	0.98
chr1-5496	chr1	182277845	182277999	+	11.2	0.625	10	7.9	2.68e-07	0.78
chr1-5501	chr1	183346092	183346246	+	11.2	0.714	10	5.76	5.38e-06	0.78
chr1-5505	chr1	184025327	184025481	+	11.2	0.917	10	7.9	2.68e-07	0.78
chr1-5970	chr1	184026085	184026239	+	11.2	0.786	9	7.99	2.4e-07	0.87
chr1-5527	chr1	193404052	193404206	+	11.2	0.917	10	8.18	1.91e-07	0.78
chr1-5538	chr1	13375025	13375179	+	10.2	0.846	9	4.92	5.32e-05	0.86
chr1-6612	chr1	30873901	30874055	+	10.2	0.667	7	7.1	2.36e-06	0.98
chr1-6050	chr1	35992978	35993132	+	10.2	0.692	8	6.21	7.57e-06	0.86
chr1-5171	chr1	36988532	36988686	+	10.2	0.706	10	4.74	7.24e-05	0.76
chr1-6645	chr1	39198311	39198465	+	10.2	0.833	7	7.18	2.14e-06	1.14
chr1-6652	chr1	39536849	39537003	+	10.2	0.727	7	6.46	5.39e-06	0.98
chr1-6663	chr1	40250553	40250707	+	10.2	0.909	7	8.88	3.26e-07	0.98
chr1-6709	chr1	54865384	54865538	+	10.2	0.923	7	6.46	5.39e-06	0.98
chr1-6131	chr1	58424007	58424161	+	10.2	0.917	8	4.74	7.24e-05	0.98
chr1-6134	chr1	59238058	59238212	+	10.2	0.643	8	9.84	1.29e-07	0.86
chr1-6141	chr1	59925907	59926061	+	10.2	0.909	8	11.42	3.05e-08	0.86
chr1-6745	chr1	60409166	60409320	+	10.2	0.917	7	9.84	1.29e-07	0.98
chr1-6781	chr1	66859586	66859740	+	10.2	0.769	7	5.56	1.93e-05	0.98
chr1-6163	chr1	66862292	66862446	+	10.2	0.786	8	5.07	4.12e-05	0.86
chr1-6164	chr1	66862724	66862878	+	10.2	0.714	8	5.03	4.4e-05	0.98
chr1-4866	chr1	71895873	71896027	+	10.2	0.833	11	5.11	3.86e-05	0.69
chr1-5241	chr1	71899331	71899485	+	10.2	0.909	10	6.09	8.93e-06	0.69
chr1-6178	chr1	72000393	72000547	+	10.2	0.909	8	10.48	6.63e-08	0.86
chr1-5647	chr1	72197141	72197295	+	10.2	0.833	9	5.28	2.95e-05	0.76
chr1-5651	chr1	72711834	72711988	+	10.2	0.917	9	5.2	3.38e-05	0.76
chr1-5663	chr1	78678588	78678742	+	10.2	0.846	9	5.98	1.05e-05	0.76
chr1-6195	chr1	79776854	79777008	+	10.2	0.909	8	5.92	1.13e-05	0.86
chr1-6825	chr1	84191395	84191549	+	10.2	0.833	7	5.28	2.95e-05	0.98
chr1-6208	chr1	86087319	86087473	+	10.2	0.909	8	9.99	1.12e-07	0.86
chr1-6846	chr1	86297392	86297546	+	10.2	0.846	7	6.27	6.97e-06	1.14
chr1-5690	chr1	86532536	86532690	+	10.2	0.786	9	5.11	3.86e-05	0.86
chr1-6220	chr1	88150995	88151149	+	10.2	0.917	8	19.98	1.65e-10	0.98
chr1-6241	chr1	91088100	91088254	+	10.2	0.833	8	7.61	1.29e-06	0.86
chr1-5316	chr1	95525010	95525164	+	10.2	0.846	10	5.37	2.56e-05	0.86
chr1-6262	chr1	95618298	95618452	+	10.2	0.909	8	10.48	6.63e-08	0.86
chr1-6270	chr1	106643416	106643570	+	10.2	0.833	8	8.2	6.68e-07	0.86
chr1-6275	chr1	107593582	107593736	+	10.2	0.833	8	6.66	4.13e-06	0.86
chr1-5753	chr1	120237907	120238061	+	10.2	0.833	9	6.66	4.13e-06	0.76
chr1-6289	chr1	125421165	125421319	+	10.2	0.667	8	8.2	6.68e-07	0.86
chr1-6307	chr1	131062837	131062991	+	10.2	0.917	8	10.31	7.68e-08	0.98
chr1-5778	chr1	131393761	131393915	+	10.2	0.833	9	5.92	1.13e-05	0.76
chr1-6326	chr1	134053448	134053602	+	10.2	0.769	8	10.31	7.68e-08	0.86
chr1-6345	chr1	136346776	136346930	+	10.2	0.643	8	5.76	1.43e-05	0.86
chr1-5802	chr1	136429661	136429815	+	10.2	0.714	9	5.66	1.66e-05	0.76
chr1-7043	chr1	136608480	136608634	+	10.2	0.909	7	5.07	4.12e-05	0.98
chr1-5813	chr1	138256327	138256481	+	10.2	0.833	9	6.8	3.44e-06	0.76
chr1-6357	chr1	138291568	138291722	+	10.2	0.588	8	6.09	8.93e-06	0.86
chr1-5827	chr1	144239052	144239206	+	10.2	0.667	9	6.59	4.52e-06	0.76
chr1-7070	chr1	144239418	144239572	+	10.2	0.833	7	6.52	4.94e-06	0.98
chr1-5837	chr1	151264909	151265063	+	10.2	0.8	9	6.03	9.68e-06	0.86
chr1-6381	chr1	151708258	151708412	+	10.2	0.833	8	7.43	1.58e-06	0.86
chr1-6383	chr1	151947576	151947730	+	10.2	0.615	8	6.46	5.39e-06	0.86
chr1-5850	chr1	153766370	153766524	+	10.2	0.833	9	6.39	5.88e-06	0.86
chr1-5032	chr1	159231935	159232089	+	10.2	0.476	11	5.37	2.56e-05	0.69
chr1-5412	chr1	159232853	159233007	+	10.2	0.6	10	5.51	2.07e-05	0.69
chr1-5419	chr1	160864552	160864706	+	10.2	0.786	10	6.03	9.68e-06	0.86
chr1-5891	chr1	164076577	164076731	+	10.2	0.833	9	5.56	1.93e-05	0.76
chr1-7273	chr1	180195907	180196061	+	10.2	0.667	7	6.46	5.39e-06	0.98
chr1-5959	chr1	181550796	181550950	+	10.2	0.909	9	4.67	8.16e-05	0.76
chr1-6535	chr1	182293515	182293669	+	10.2	0.692	8	5.37	2.56e-05	0.86
chr1-5962	chr1	182364056	182364210	+	10.2	0.714	9	4.57	9.72e-05	0.86
chr1-6546	chr1	184808095	184808249	+	10.2	0.8	8	5.66	1.66e-05	0.98
chr1-6547	chr1	184845333	184845487	+	10.2	0.909	8	7.99	8.36e-07	0.86
chr1-5980	chr1	190911712	190911866	+	10.2	0.8	9	4.96	5e-05	0.86
chr1-7368	chr1	195132184	195132338	+	10.2	0.833	7	7.52	1.43e-06	0.98
chr1-5533	chr1	9886070	9886224	+	9.15	0.818	9	8.22	2.34e-06	0.86
chr1-6586	chr1	9955697	9955851	+	9.15	0.75	7	9.59	6.09e-07	0.98
chr1-6596	chr1	13977269	13977423	+	9.15	0.9	7	6.54	1.43e-05	0.98
chr1-6029	chr1	16797841	16797995	+	9.15	0.818	8	5.38	6.37e-05	0.86
chr1-6039	chr1	24676826	24676980	+	9.15	0.818	8	6.25	2.01e-05	0.98
chr1-6055	chr1	36367617	36367771	+	9.15	0.8	8	9.13	9.01e-07	0.86
chr1-5564	chr1	36962113	36962267	+	9.15	0.909	9	5.93	3.03e-05	0.86
chr1-6067	chr1	37543935	37544089	+	9.15	0.9	8	8.22	2.34e-06	0.86
chr1-6076	chr1	39534243	39534397	+	9.15	0.9	8	5.59	4.78e-05	0.86
chr1-6670	chr1	40790678	40790832	+	9.15	0.769	7	10.1	4.02e-07	1.14
chr1-6107	chr1	52647850	52648004	+	9.15	0.75	8	7.57	4.51e-06	0.98
chr1-6698	chr1	52963255	52963409	+	9.15	0.909	7	8.1	2.62e-06	0.98
chr1-6112	chr1	53773477	53773631	+	9.15	0.909	8	6.47	1.56e-05	0.86
chr1-5593	chr1	53785090	53785244	+	9.15	0.667	9	6.39	1.7e-05	0.76
chr1-6119	chr1	55555481	55555635	+	9.15	0.9	8	8.46	1.85e-06	0.86
