chr	start	end	NumTags
chr1	2205091	2205131	12
chr1	2221811	2221851	14
chr1	2222271	2222471	23
chr1	2224211	2224291	12
chr1	2230451	2230511	14
chr1	2241691	2241851	17
chr1	2242091	2242131	13
chr1	2243751	2243871	13
chr1	2244051	2244251	14
chr1	2245391	2245431	12
chr1	2245711	2246011	16
chr1	2246731	2246811	14
chr1	2247571	2247891	12
chr1	2248271	2248331	20
chr1	2290171	2290291	15
chr1	2306771	2306891	14
chr1	2313291	2313631	25
chr1	2322811	2322931	20
chr1	2323151	2323371	52
chr1	2323671	2323711	17
chr1	2326391	2326431	13
chr1	2328071	2328151	14
chr1	2334871	2334911	14
chr1	2336411	2336471	18
chr1	2336671	2336711	20
chr1	2338091	2338191	14
chr1	2338871	2338931	12
chr1	2343331	2343371	14
chr1	2343631	2343871	23
chr1	2344071	2344111	44
chr1	2344331	2344371	46
chr1	2344551	2344691	17
chr1	2345331	2345451	17
chr1	2345891	2345951	19
chr1	2349111	2349191	13
chr1	2390331	2390371	14
chr1	2394171	2394291	12
chr1	2399611	2399731	12
chr1	2409831	2409951	13
chr1	2410751	2410811	12
chr1	2411671	2411711	12
chr1	2414651	2414691	15
chr1	2428591	2428631	12
chr1	2434491	2434631	17
chr1	2435671	2435711	12
chr1	2436991	2437191	15
chr1	2438091	2438171	13
chr1	2438371	2438411	13
chr1	2438751	2438951	12
chr1	2448991	2449031	12
chr1	2451211	2451251	14
chr1	2457531	2457711	30
chr1	2457931	2458031	13
chr1	2458731	2458771	12
chr1	2460831	2460871	19
chr1	2472591	2472651	12
chr1	2473291	2473351	25
chr1	2473531	2473571	13
chr1	2474571	2474611	12
chr1	2474991	2475531	24
chr1	2475731	2476151	25
chr1	2476571	2476611	20
chr1	2477451	2477591	25
chr1	2477811	2478411	32
chr1	2478591	2478771	36
chr1	2478971	2479051	19
chr1	2479271	2480031	18
chr1	2486591	2486691	12
chr1	2487831	2487891	12
chr1	2488451	2488491	14
chr1	2488771	2488971	18
chr1	2491091	2491211	12
chr1	2492151	2492331	17
chr1	2498051	2498091	13
chr1	2517151	2517291	52
chr1	2517771	2517991	41
chr1	2518271	2518351	17
chr1	2518631	2518671	25
chr1	2522311	2522511	14
chr1	2542711	2542751	19
chr1	2570011	2570071	12
chr1	2573771	2574951	33
chr1	2583691	2583931	15
chr1	2585411	2585911	27
chr1	2586211	2586251	13
chr1	2587051	2587591	15
chr1	2615471	2615731	23
chr1	2622631	2622811	14
chr1	2629051	2629231	28
chr1	2630111	2630331	13
chr1	2718211	2718251	13
chr1	2792671	2792751	12
chr1	3052111	3052171	12
chr1	3229851	3229911	24
chr1	3239931	3240031	12
chr1	3294591	3294671	14
chr1	3341171	3341231	12
chr1	3341471	3341531	18
chr1	3369791	3369851	17
chr1	3370791	3370931	26
chr1	3371331	3371391	15
chr1	3376791	3376831	12
chr1	3380751	3380791	12
chr1	3388551	3388611	13
chr1	3400471	3400551	12
chr1	3407891	3407931	25
chr1	3411211	3411271	12
chr1	3412191	3412251	13
chr1	3413811	3413891	13
chr1	3414111	3414151	15
chr1	3418551	3418851	20
chr1	3447931	3448011	14
chr1	3450271	3450311	15
chr1	3456211	3456271	12
chr1	3459671	3459711	13
chr1	3460171	3460211	12
chr1	3460951	3461151	12
chr1	3465311	3465351	12
chr1	3488071	3488111	12
chr1	3526451	3526531	16
chr1	3540771	3540851	12
chr1	3541151	3541631	38
chr1	3542131	3542171	17
chr1	3547191	3547231	14
chr1	3548131	3548171	12
chr1	3566351	3566411	14
chr1	3566631	3566671	44
chr1	3568811	3568871	14
chr1	3569571	3569611	13
chr1	3570011	3570051	14
chr1	3583151	3583211	12
chr1	3585451	3585651	17
chr1	3587551	3587611	12
chr1	3600671	3600711	12
chr1	3609471	3609511	12
chr1	3634911	3634971	16
chr1	3643951	3644131	20
chr1	3649591	3649711	13
chr1	3653431	3653471	14
chr1	3662691	3662731	16
chr1	3663111	3663171	15
chr1	3663691	3664071	31
chr1	3687871	3687951	17
chr1	3688671	3688851	18
chr1	3689351	3690171	25
chr1	3690431	3691591	93
chr1	3691851	3691891	15
chr1	3692131	3692691	45
chr1	3692991	3693451	18
chr1	3693771	3693931	14
chr1	3694211	3694691	22
chr1	3695411	3695631	19
chr1	3695971	3696131	20
chr1	3696271	3696371	18
chr1	3697611	3697671	13
chr1	3706051	3706131	14
chr1	3710211	3710271	12
chr1	3712651	3713151	44
chr1	3728051	3728171	22
chr1	3739091	3739211	15
chr1	3767611	3767651	16
chr1	3773251	3773291	17
chr1	3773791	3774091	48
chr1	3786371	3786411	22
chr1	3786611	3786731	28
chr1	3816291	3816511	16
chr1	3816751	3816971	39
chr1	3817611	3817991	39
chr1	3823971	3824071	16
chr1	3824231	3824271	15
chr1	3827511	3827551	15
chr1	4042511	4042551	12
chr1	4712751	4712891	13
chr1	5487431	5487511	12
chr1	5574771	5574851	12
chr1	5731551	5731691	13
chr1	5732731	5732851	37
chr1	5779331	5779411	15
chr1	5805911	5806031	15
chr1	5907131	5907271	12
chr1	5920611	5920671	12
chr1	5945991	5946091	75
chr1	5949651	5949711	12
chr1	6009511	6009551	12
chr1	6040411	6040491	12
chr1	6040711	6040771	15
chr1	6052191	6052871	35
chr1	6053231	6053271	12
chr1	6053591	6053931	15
chr1	6054351	6054411	23
chr1	6059431	6059471	12
chr1	6059831	6059871	13
chr1	6067151	6067611	31
chr1	6067951	6068011	13
chr1	6086231	6086291	12
chr1	6094651	6094711	12
chr1	6101691	6101731	26
chr1	6132631	6132671	12
chr1	6156751	6156811	12
chr1	6187771	6187911	23
chr1	6209051	6209091	14
chr1	6238051	6238251	13
chr1	6244291	6244351	12
chr1	6253591	6253631	14
chr1	6259111	6259151	13
chr1	6259331	6259371	19
chr1	6259611	6259771	44
chr1	6265011	6265071	12
chr1	6265411	6265591	26
chr1	6266031	6266311	34
chr1	6266471	6266651	17
chr1	6268731	6268931	21
chr1	6269451	6269631	27
chr1	6295551	6295611	12
chr1	6295911	6295951	49
chr1	6296191	6296271	12
chr1	6305251	6305291	26
chr1	6305651	6305691	14
chr1	6306891	6307111	28
chr1	6320051	6320311	23
chr1	6321151	6321451	17
chr1	6328711	6328771	18
chr1	6331551	6331611	14
chr1	6336711	6336771	14
chr1	6340971	6341011	15
chr1	6373771	6373851	14
chr1	6417611	6417651	12
chr1	6419611	6419651	16
chr1	6419931	6419991	17
chr1	6452851	6452951	20
chr1	6453151	6453191	15
chr1	6453411	6453451	17
chr1	6453691	6453731	44
chr1	6454151	6454211	25
chr1	6465251	6465311	14
chr1	6480071	6480251	12
chr1	6480431	6480491	18
chr1	6480711	6480811	13
chr1	6483631	6483811	22
chr1	6484931	6485271	23
chr1	6486551	6486631	26
chr1	6489751	6489931	25
chr1	6520131	6520191	13
chr1	6525611	6525671	12
chr1	6526311	6526491	17
chr1	6527511	6527571	12
chr1	6530851	6530951	16
chr1	6532631	6532671	16
chr1	6535631	6535891	17
chr1	6546511	6546791	26
chr1	6550091	6550151	20
chr1	6550591	6550691	24
chr1	6550931	6550971	15
chr1	6561211	6561311	16
chr1	6562431	6562591	13
chr1	6562851	6562931	14
chr1	6572591	6572651	12
chr1	6577731	6577771	14
chr1	6586391	6586451	12
chr1	6614111	6614231	23
chr1	6614491	6614671	49
chr1	6615611	6615671	13
chr1	6639431	6639491	14
chr1	6639671	6640071	41
chr1	6640231	6640471	24
chr1	6640711	6640791	15
chr1	6641011	6641071	16
chr1	6642191	6642231	14
chr1	6645391	6645431	13
chr1	6647611	6647671	19
chr1	6649131	6649171	13
chr1	6651451	6651511	12
chr1	6653191	6653471	16
chr1	6660931	6660991	22
chr1	6661451	6661611	22
chr1	6661811	6662891	37
chr1	6663071	6663191	67
chr1	6663691	6663731	26
chr1	6664071	6664131	25
chr1	6672891	6673011	18
chr1	6673231	6673391	36
chr1	6673571	6674191	59
chr1	6675391	6675551	14
chr1	6681611	6681711	13
chr1	6685091	6685691	26
chr1	6694831	6695031	22
chr1	6761611	6761671	25
chr1	6761931	6761971	64
chr1	6803711	6803751	14
chr1	6818231	6818291	17
chr1	6844291	6844391	20
chr1	6844651	6844971	43
chr1	6845331	6845431	15
chr1	6845591	6845631	12
chr1	6845971	6846271	22
chr1	7004571	7004611	12
chr1	7020631	7020671	12
chr1	7646271	7646451	20
chr1	7669091	7669171	12
chr1	7690771	7690871	18
chr1	7727751	7727851	19
chr1	7740531	7740631	15
chr1	7764271	7764431	12
chr1	7764591	7764791	20
chr1	7831131	7831171	21
chr1	7831451	7831591	27
chr1	7843571	7843611	15
chr1	7844131	7844371	46
chr1	7869991	7870031	13
chr1	7887211	7887431	15
chr1	7924031	7924091	16
chr1	8000871	8000911	12
chr1	8002411	8002471	18
chr1	8014071	8014331	43
chr1	8021551	8021911	73
chr1	8064971	8065031	71
chr1	8086291	8086511	43
chr1	8086831	8086891	16
chr1	8257951	8258051	76
chr1	8378011	8378131	35
chr1	8385991	8386031	14
chr1	8395531	8395591	12
chr1	8409131	8409191	17
chr1	8411631	8411671	14
chr1	8419231	8419271	12
chr1	8433691	8433731	14
chr1	8449211	8449251	23
chr1	8483471	8483771	21
chr1	8484251	8484431	20
chr1	8578291	8578411	15
chr1	8586091	8586131	12
chr1	8602371	8602411	18
chr1	8686631	8686811	19
chr1	8763031	8763311	26
chr1	8763531	8763571	105
chr1	8824131	8824251	13
chr1	8849431	8849551	27
chr1	8877131	8877511	20
chr1	8877731	8877831	43
chr1	8878071	8878131	49
chr1	8909051	8909091	27
chr1	8917111	8917171	16
chr1	8918251	8918471	17
chr1	8937431	8937491	12
chr1	8938111	8938151	68
chr1	8938431	8938491	25
chr1	8938751	8939331	54
chr1	8940351	8940411	21
chr1	9188951	9188991	25
chr1	9189531	9189711	24
chr1	9294611	9294651	47
chr1	9294991	9295031	40
chr1	9307471	9307551	12
chr1	9310171	9310211	14
chr1	9327211	9327391	23
chr1	9352951	9353011	18
chr1	9353791	9353831	15
chr1	9446611	9446671	12
chr1	9471031	9471071	13
chr1	9489031	9489111	48
chr1	9555411	9555451	23
chr1	9598811	9598971	12
chr1	9599331	9599371	49
chr1	9599651	9600071	21
chr1	9600251	9600291	23
chr1	9648611	9649011	26
chr1	9649371	9649551	19
chr1	9653311	9653451	23
chr1	9666611	9666671	16
chr1	9675191	9675291	14
chr1	9675591	9675791	19
chr1	9687191	9687471	54
chr1	9689831	9689971	17
chr1	9711851	9711891	17
chr1	9712231	9712331	19
chr1	9712551	9712591	12
chr1	9717771	9717811	18
chr1	9747391	9747671	34
chr1	9749411	9749451	24
chr1	9749651	9749691	28
chr1	9750091	9750151	19
chr1	9750671	9750711	13
chr1	9775551	9775611	18
chr1	9776551	9776591	18
chr1	9776751	9776831	14
chr1	9777051	9777591	32
chr1	9777991	9778051	41
chr1	9778851	9778891	15
chr1	9779291	9779351	43
chr1	9781831	9782011	14
chr1	9785171	9785211	22
chr1	9788651	9788751	13
chr1	9867691	9867751	16
chr1	9883231	9883311	27
chr1	9883631	9883991	22
chr1	9884351	9884571	29
chr1	9903771	9903991	13
chr1	9904411	9904451	12
chr1	9911051	9911111	12
chr1	9927671	9927711	20
chr1	9935091	9935231	17
chr1	9961811	9961891	12
chr1	9970251	9970291	30
chr1	9970571	9970751	43
chr1	10003491	10003531	65
chr1	10092751	10092891	49
chr1	10093151	10093191	25
chr1	10270111	10270171	15
chr1	10270371	10270771	32
chr1	10271351	10271511	16
chr1	10438611	10438711	19
chr1	10458651	10459331	59
chr1	10459471	10459571	26
chr1	10484131	10484191	13
chr1	10490371	10490991	56
chr1	10532131	10532531	33
chr1	10534951	10535031	40
chr1	10535311	10535431	21
chr1	10567311	10567411	17
chr1	10571091	10571171	21
chr1	10576671	10576731	12
chr1	10590471	10590551	19
chr1	10596411	10596451	13
chr1	10616051	10616251	18
chr1	10619591	10619691	16
chr1	10693751	10693811	12
chr1	10694851	10694911	15
chr1	10699691	10699731	15
chr1	10711651	10711691	14
chr1	10712071	10712111	15
chr1	10725291	10725411	14
chr1	10750651	10750851	13
chr1	10752511	10752571	12
chr1	10754071	10754231	17
chr1	10754791	10755131	25
chr1	10781771	10781811	12
chr1	10856811	10856851	13
chr1	10896091	10896231	21
chr1	10917091	10917251	13
chr1	10927291	10927491	24
chr1	11072651	11072951	29
chr1	11073131	11073171	26
chr1	11113051	11113091	13
chr1	11113371	11113531	19
chr1	11119611	11119851	13
chr1	11120131	11120471	51
chr1	11159471	11159991	29
chr1	11322291	11322511	26
chr1	11322731	11322951	23
chr1	11333411	11333851	45
chr1	11382151	11382371	12
chr1	11539091	11539131	38
chr1	11539471	11539511	15
chr1	11543111	11543191	13
chr1	11561831	11561871	12
chr1	11623831	11623911	15
chr1	11675391	11675431	20
chr1	11708871	11708991	13
chr1	11709111	11709171	12
chr1	11710571	11710931	29
chr1	11714331	11714371	16
chr1	11724131	11724231	42
chr1	11724431	11724771	17
chr1	11731691	11731991	26
chr1	11732111	11732251	13
chr1	11740571	11740631	15
chr1	11740831	11741011	30
chr1	11741191	11741271	55
chr1	11741471	11741551	25
chr1	11750831	11750891	15
chr1	11753371	11753431	18
chr1	11760871	11760991	12
chr1	11765391	11765451	15
chr1	11767591	11767631	12
chr1	11768251	11768311	14
chr1	11779571	11779651	14
chr1	11779911	11779951	27
chr1	11795871	11796171	37
chr1	11796611	11796651	41
chr1	11801031	11801071	31
chr1	11808631	11808751	13
chr1	11809431	11809491	12
chr1	11822211	11822271	22
chr1	11828211	11828271	12
chr1	11844611	11844651	15
chr1	11845291	11845391	51
chr1	11847511	11847551	29
chr1	11848011	11848391	31
chr1	11848691	11848931	22
chr1	11851051	11851091	13
chr1	11853991	11854031	23
chr1	11857931	11858071	50
chr1	11858431	11858651	65
chr1	11861031	11861291	19
chr1	11863091	11863171	13
chr1	11863391	11863431	16
chr1	11863671	11863751	44
chr1	11865131	11865291	17
chr1	11865431	11866071	90
chr1	11866371	11866531	47
chr1	11892551	11892631	17
chr1	11898471	11898511	16
chr1	11898831	11898931	14
chr1	11900231	11900291	12
chr1	11901671	11901731	12
chr1	11902251	11902291	37
chr1	11902471	11902511	57
chr1	11919491	11919531	21
chr1	11939791	11939831	12
chr1	11941271	11941371	14
chr1	11942171	11942251	17
chr1	11943091	11943331	119
chr1	11954071	11954111	16
chr1	11958931	11959151	15
chr1	11967991	11968171	18
chr1	11968371	11968431	15
chr1	11968611	11969211	27
chr1	11986571	11986651	31
chr1	11990091	11990191	12
chr1	11994671	11994851	44
chr1	12040191	12040631	38
chr1	12043711	12043771	21
chr1	12065731	12065771	24
chr1	12073631	12073691	17
chr1	12074331	12074411	15
chr1	12079331	12079951	40
chr1	12081851	12081911	12
chr1	12090131	12090291	13
chr1	12091271	12091591	17
chr1	12098871	12099031	27
chr1	12112071	12112211	27
chr1	12123211	12123271	17
chr1	12123551	12123611	19
chr1	12123991	12124211	20
chr1	12139631	12139671	16
chr1	12185331	12185431	12
chr1	12190731	12190771	12
chr1	12198451	12198491	12
chr1	12218831	12218891	18
chr1	12222031	12222111	34
chr1	12226971	12227031	35
chr1	12227411	12227571	16
chr1	12227791	12227971	17
chr1	12228591	12228771	16
chr1	12233831	12233871	12
chr1	12234051	12234151	13
chr1	12235231	12235471	20
chr1	12239351	12239391	13
chr1	12244151	12244831	16
chr1	12263831	12263871	12
chr1	12268171	12268251	16
chr1	12269251	12269331	13
chr1	12278691	12278951	91
chr1	12290011	12290311	58
chr1	12290531	12290571	18
chr1	12291031	12291271	25
chr1	12468811	12468851	13
chr1	12493171	12493211	12
chr1	12501691	12501811	15
chr1	12509051	12509091	95
chr1	12521051	12521311	16
chr1	12524131	12524171	14
chr1	12533151	12533231	12
chr1	12533371	12533551	13
chr1	12538331	12538751	42
chr1	12541931	12541991	13
chr1	12555911	12555951	13
chr1	12556631	12556911	20
chr1	12566051	12566131	14
chr1	12588171	12588231	17
chr1	12588551	12588691	25
chr1	12589431	12589631	63
chr1	12601791	12601831	28
chr1	12609291	12609391	29
chr1	12610011	12610071	24
chr1	12613691	12613731	12
chr1	12638831	12638871	14
chr1	12656051	12656111	13
chr1	12662251	12662291	13
chr1	12663811	12663911	13
chr1	12664551	12664591	75
chr1	12669351	12669511	14
chr1	12676351	12676391	12
chr1	12676631	12676671	21
chr1	12677051	12677251	15
chr1	12678051	12678171	26
chr1	12678391	12678551	65
chr1	12679011	12679051	19
chr1	12679291	12679351	32
chr1	12679911	12679951	16
chr1	12681791	12681831	12
chr1	14075671	14075711	44
chr1	14076111	14076231	24
chr1	14076451	14076491	15
chr1	14135231	14135351	19
chr1	14748751	14748791	36
chr1	14762011	14762111	22
chr1	14763691	14763731	95
chr1	14764191	14764251	15
chr1	14769631	14769871	15
chr1	15109391	15109431	19
chr1	15109691	15109871	16
chr1	15110251	15110311	13
chr1	15110671	15110831	69
chr1	15143871	15144011	25
chr1	15152871	15152991	13
chr1	15166871	15167091	21
chr1	15240231	15240291	12
chr1	15250691	15251211	22
chr1	15251451	15251591	20
chr1	15256671	15256751	13
chr1	15323091	15323151	15
chr1	15323311	15323371	19
chr1	15480111	15480231	15
chr1	15480671	15480771	18
chr1	15541831	15541911	15
chr1	15573691	15573751	14
chr1	15598971	15599071	12
chr1	15653451	15653511	13
chr1	15655311	15655371	12
chr1	15655931	15656031	13
chr1	15672591	15672651	17
chr1	15685411	15685531	12
chr1	15736051	15736111	12
chr1	15736391	15736511	42
chr1	15736951	15737011	16
chr1	15738211	15738251	14
chr1	15742671	15742731	19
chr1	15744191	15744231	27
chr1	15749711	15749751	13
chr1	15753331	15753451	12
chr1	15757591	15757671	13
chr1	15771111	15771211	33
chr1	15772131	15772171	16
chr1	15802431	15802471	12
chr1	15828131	15828171	12
chr1	15850631	15850671	24
chr1	15850851	15851031	14
chr1	15851191	15851251	47
chr1	15851491	15851551	20
chr1	15853191	15853571	52
chr1	15870331	15870491	67
chr1	15929851	15929891	17
chr1	15930171	15930211	18
chr1	15943871	15943931	80
chr1	15944191	15944291	30
chr1	15944491	15944551	14
