# HOMER Peaks
# Peak finding parameters:
# tag directory = homerNRSFTags/
#
# total peaks = 41866
# peak size = 187
# peaks found using tags on both strands
# minimum distance between peaks = 374
# fragment length = 136
# genome size = 2000000000
# Total tags = 17074091.0
# Total tags in peaks = 2549247.0
# Approximate IP efficiency = 14.93%
# tags per bp = 0.006415
# expected tags per peak = 1.200
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 5.778235e-07
# FDR tag threshold = 10.0
# number of putative peaks = 48586
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 6641
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 79
#
# cmd = findPeaks homerNRSFTags/ -style factor -o homerNRSFPeaks.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr3-5	chr3	48699201	48699387	+	1183.7	0.908	332.000000	135.47	0.00e+00	0.57
chr12-4	chr12	3601461	3601647	+	1180.7	0.928	321.000000	185.60	0.00e+00	0.59
chr12-9	chr12	101220217	101220403	+	1177.2	0.973	302.000000	342.29	0.00e+00	0.62
chr11-10	chr11	116476346	116476532	+	1174.3	0.929	333.000000	284.42	0.00e+00	0.56
chr8-17	chr8	20054637	20054823	+	1160.8	0.896	312.000000	216.01	0.00e+00	0.60
chr17-9	chr17	73511980	73512166	+	1159.7	0.832	342.000000	101.69	0.00e+00	0.55
chr8-4	chr8	75262769	75262955	+	1154.4	0.837	346.000000	122.61	0.00e+00	0.54
chr1-99	chr1	121484673	121484859	+	1153.2	0.637	233.000000	9.24	0.00e+00	0.82
chr15-11	chr15	74115435	74115621	+	1144.4	0.958	317.000000	299.93	0.00e+00	0.60
chr10-7	chr10	102440588	102440774	+	1143.8	0.929	323.000000	230.75	0.00e+00	0.58
chr2-6	chr2	44243514	44243700	+	1140.3	0.948	323.000000	326.42	0.00e+00	0.58
chr16-7	chr16	23038200	23038386	+	1138.0	0.936	324.000000	179.64	0.00e+00	0.58
chr7-5	chr7	32467393	32467579	+	1133.3	0.940	325.000000	273.70	0.00e+00	0.58
chr9-11	chr9	139941097	139941283	+	1132.7	0.948	300.000000	243.21	0.00e+00	0.64
chr12-5	chr12	113229271	113229457	+	1128.0	0.906	317.000000	135.66	0.00e+00	0.59
chr6-10	chr6	24127112	24127298	+	1123.9	0.909	317.000000	235.65	0.00e+00	0.60
chr1-26	chr1	48996528	48996714	+	1122.2	0.912	317.000000	208.70	0.00e+00	0.60
chr16-6	chr16	29911333	29911519	+	1118.7	0.888	326.000000	106.46	0.00e+00	0.58
chr21-1	chr21	34100669	34100855	+	1107.5	0.937	320.000000	206.84	0.00e+00	0.59
chr17-17	chr17	33124817	33125003	+	1104.0	0.936	317.000000	134.56	0.00e+00	0.60
chr11-14	chr11	128235113	128235299	+	1088.8	0.962	324.000000	192.20	0.00e+00	0.58
chr5-8	chr5	95769949	95770135	+	1086.4	0.915	327.000000	163.34	0.00e+00	0.58
chr17-12	chr17	37748689	37748875	+	1078.8	0.829	324.000000	116.91	0.00e+00	0.58
chr5-10	chr5	16178983	16179169	+	1078.2	0.929	321.000000	206.87	0.00e+00	0.58
chr15-8	chr15	81073027	81073213	+	1077.7	0.913	326.000000	114.90	0.00e+00	0.58
chr5-16	chr5	176038452	176038638	+	1074.7	0.950	303.000000	118.17	0.00e+00	0.62
chr4-5	chr4	147558112	147558298	+	1072.4	0.923	312.000000	219.87	0.00e+00	0.60
chr6-9	chr6	32073317	32073503	+	1071.8	0.951	321.000000	285.65	0.00e+00	0.59
chr3-17	chr3	51740810	51740996	+	1071.2	0.957	282.000000	370.57	0.00e+00	0.67
chr2-3	chr2	47798511	47798697	+	1067.7	0.910	330.000000	139.58	0.00e+00	0.57
chr2-12	chr2	224466997	224467183	+	1067.7	0.943	308.000000	464.39	0.00e+00	0.61
chr2-13	chr2	220172957	220173143	+	1066.5	0.940	307.000000	190.70	0.00e+00	0.61
chr10-8	chr10	86051262	86051448	+	1064.2	0.926	319.000000	236.53	0.00e+00	0.59
chr17-24	chr17	26700851	26701037	+	1061.3	0.917	297.000000	159.46	0.00e+00	0.64
chr17-23	chr17	1953371	1953557	+	1058.3	0.949	297.000000	151.23	0.00e+00	0.64
chr7-6	chr7	30711578	30711764	+	1054.8	0.950	321.000000	185.26	0.00e+00	0.59
chr1-13	chr1	32189467	32189653	+	1054.2	0.934	330.000000	157.34	0.00e+00	0.57
chr17-10	chr17	56197684	56197870	+	1054.2	0.865	339.000000	125.76	0.00e+00	0.56
chr20-14	chr20	37314598	37314784	+	1052.5	0.946	310.000000	169.81	0.00e+00	0.61
chrX-3	chrX	47479374	47479560	+	1050.7	0.896	311.000000	133.84	0.00e+00	0.61
chr19-26	chr19	49623349	49623535	+	1050.1	0.911	319.000000	139.94	0.00e+00	0.59
chr5-6	chr5	165936205	165936391	+	1047.2	0.937	335.000000	282.51	0.00e+00	0.56
chr11-9	chr11	45119560	45119746	+	1045.4	0.923	334.000000	144.98	0.00e+00	0.56
chr1-30	chr1	210111058	210111244	+	1044.3	0.933	314.000000	193.03	0.00e+00	0.60
chr19-44	chr19	3877009	3877195	+	1040.2	0.969	293.000000	246.41	0.00e+00	0.64
chr2-9	chr2	210636406	210636592	+	1032.0	0.944	315.000000	236.95	0.00e+00	0.60
chr5-11	chr5	173472637	173472823	+	1027.9	0.915	321.000000	177.83	0.00e+00	0.59
chr4-6	chr4	8582361	8582547	+	1024.9	0.923	311.000000	127.00	0.00e+00	0.60
chr19-34	chr19	42644390	42644576	+	1024.4	0.941	311.000000	48.13	0.00e+00	0.60
chr1-24	chr1	175694902	175695088	+	1023.8	0.937	318.000000	208.83	0.00e+00	0.59
chr15-12	chr15	75280443	75280629	+	1022.0	0.951	312.000000	323.39	0.00e+00	0.60
chr11-16	chr11	113345143	113345329	+	1017.9	0.886	319.000000	112.62	0.00e+00	0.59
chr15-9	chr15	83378191	83378377	+	1015.0	0.888	322.000000	144.96	0.00e+00	0.58
chr8-15	chr8	144025104	144025290	+	1014.4	0.935	320.000000	207.38	0.00e+00	0.59
chr8-10	chr8	62408793	62408979	+	1011.5	0.937	334.000000	199.71	0.00e+00	0.56
chr8-12	chr8	129157240	129157426	+	1010.9	0.948	329.000000	125.06	0.00e+00	0.57
chr16-15	chr16	88627242	88627428	+	1010.9	0.962	284.000000	350.86	0.00e+00	0.66
chr19-19	chr19	55028789	55028975	+	1009.1	0.919	331.000000	227.97	0.00e+00	0.57
chr1-22	chr1	7135491	7135677	+	1000.9	0.943	318.000000	251.91	0.00e+00	0.59
chr2-5	chr2	30143076	30143262	+	996.8	0.903	323.000000	122.01	0.00e+00	0.58
chr11-11	chr11	74944816	74945002	+	996.8	0.886	328.000000	124.32	0.00e+00	0.57
chr20-26	chr20	37321116	37321302	+	995.7	0.886	287.000000	167.08	0.00e+00	0.66
chr3-10	chr3	123936471	123936657	+	995.1	0.943	309.000000	260.38	0.00e+00	0.61
chr8-16	chr8	92692984	92693170	+	994.5	0.950	315.000000	210.40	0.00e+00	0.60
chr1-12	chr1	6221780	6221966	+	992.1	0.857	330.000000	103.91	0.00e+00	0.57
chr10-6	chr10	60937192	60937378	+	989.2	0.875	323.000000	150.97	0.00e+00	0.58
chr10-9	chr10	94147177	94147363	+	989.2	0.926	312.000000	351.09	0.00e+00	0.60
chr20-11	chr20	44669634	44669820	+	987.5	0.946	318.000000	182.05	0.00e+00	0.59
chr9-6	chr9	135457485	135457671	+	985.7	0.900	325.000000	125.66	0.00e+00	0.58
chr5-12	chr5	132901782	132901968	+	985.1	0.947	317.000000	270.27	0.00e+00	0.60
chr22-4	chr22	39220623	39220809	+	984.5	0.937	315.000000	185.66	0.00e+00	0.60
chr5-7	chr5	141133774	141133960	+	983.4	0.870	329.000000	137.59	0.00e+00	0.57
chr11-7	chr11	43598617	43598803	+	978.1	0.894	340.000000	120.49	0.00e+00	0.55
chr8-18	chr8	55913973	55914159	+	975.2	0.964	311.000000	280.04	0.00e+00	0.61
chr18-4	chr18	5868339	5868525	+	972.8	0.930	306.000000	343.16	0.00e+00	0.61
chr18-3	chr18	44077191	44077377	+	971.6	0.896	314.000000	149.83	0.00e+00	0.60
chr18-2	chr18	47424928	47425114	+	971.6	0.898	336.000000	109.65	0.00e+00	0.56
chr22-5	chr22	37040396	37040582	+	968.7	0.930	305.000000	215.39	0.00e+00	0.61
chr19-31	chr19	18000499	18000685	+	965.2	0.914	313.000000	222.65	0.00e+00	0.60
chr1-20	chr1	22938063	22938249	+	961.1	0.917	320.000000	96.41	0.00e+00	0.59
chr12-8	chr12	12837815	12838001	+	955.2	0.943	305.000000	229.04	0.00e+00	0.61
chr16-8	chr16	24869874	24870060	+	955.2	0.916	323.000000	193.96	0.00e+00	0.58
chr20-9	chr20	656232	656418	+	950.0	0.911	323.000000	154.66	0.00e+00	0.58
chr20-18	chr20	7589002	7589188	+	949.4	0.950	303.000000	477.88	0.00e+00	0.62
chr19-24	chr19	55195849	55196035	+	947.6	0.909	323.000000	309.11	0.00e+00	0.58
chr6-23	chr6	105391783	105391969	+	941.8	0.993	280.000000	585.98	0.00e+00	0.68
chr7-8	chr7	31154693	31154879	+	940.0	0.944	317.000000	386.11	0.00e+00	0.59
chr1-27	chr1	65775516	65775702	+	935.9	0.927	315.000000	169.43	0.00e+00	0.60
chr8-14	chr8	142526790	142526976	+	929.5	0.887	321.000000	154.41	0.00e+00	0.59
chr5-14	chr5	13867024	13867210	+	927.7	0.968	311.000000	377.83	0.00e+00	0.60
chr4-46	chr4	119590434	119590620	+	923.6	0.969	149.000000	732.34	0.00e+00	1.27
chr3-7	chr3	131753891	131754077	+	922.5	0.932	317.000000	324.36	0.00e+00	0.60
chr1-32	chr1	11540230	11540416	+	919.5	0.906	306.000000	94.52	0.00e+00	0.62
chr21-2	chr21	47065833	47066019	+	918.4	0.958	249.000000	175.26	0.00e+00	0.76
chr14-2	chr14	77675135	77675321	+	917.8	0.945	312.000000	188.79	0.00e+00	0.60
chr16-9	chr16	2765560	2765746	+	909.0	0.937	314.000000	206.31	0.00e+00	0.60
chr5-15	chr5	6687017	6687203	+	901.4	0.896	310.000000	164.15	0.00e+00	0.61
chr9-16	chr9	79521206	79521392	+	901.4	0.928	287.000000	218.01	0.00e+00	0.66
chr9-5	chr9	132552804	132552990	+	901.4	0.904	328.000000	220.54	0.00e+00	0.57
chr6-11	chr6	34100395	34100581	+	898.4	0.847	314.000000	137.19	0.00e+00	0.60
chr16-10	chr16	49192057	49192243	+	897.3	0.944	310.000000	221.32	0.00e+00	0.61
chr12-6	chr12	53135258	53135444	+	893.8	0.937	312.000000	247.60	0.00e+00	0.60
chr1-28	chr1	7676501	7676687	+	893.2	0.887	314.000000	163.66	0.00e+00	0.60
chr1-40	chr1	175712209	175712395	+	893.2	0.902	299.000000	119.11	0.00e+00	0.63
chr7-9	chr7	150681076	150681262	+	892.0	0.918	311.000000	123.89	0.00e+00	0.61
chr19-35	chr19	4173109	4173295	+	888.5	0.898	310.000000	102.45	0.00e+00	0.61
chr8-23	chr8	145752474	145752660	+	876.8	0.901	301.000000	159.24	0.00e+00	0.62
chr15-21	chr15	66297084	66297270	+	876.2	0.894	300.000000	137.39	0.00e+00	0.63
chr19-20	chr19	11639386	11639572	+	875.0	0.842	328.000000	154.23	0.00e+00	0.57
chr11-12	chr11	27742138	27742324	+	870.3	0.885	326.000000	50.33	0.00e+00	0.58
chr1-38	chr1	38541815	38542001	+	866.2	0.937	299.000000	222.87	0.00e+00	0.63
chr20-20	chr20	44859690	44859876	+	866.2	0.893	299.000000	47.93	0.00e+00	0.63
chr22-6	chr22	51038615	51038801	+	862.1	0.897	305.000000	168.29	0.00e+00	0.62
chr8-19	chr8	140908982	140909168	+	861.5	0.904	309.000000	122.89	0.00e+00	0.61
chr12-12	chr12	120427629	120427815	+	860.4	0.937	295.000000	166.04	0.00e+00	0.64
chr11-23	chr11	70496498	70496684	+	855.1	0.935	302.000000	250.03	0.00e+00	0.62
chr20-12	chr20	44658125	44658311	+	852.8	0.923	313.000000	36.32	0.00e+00	0.60
