# HOMER Peaks
# Peak finding parameters:
# tag directory = encodeDataTags/
#
# total peaks = 36509
# peak size = 168
# peaks found using tags on both strands
# minimum distance between peaks = 336
# fragment length = 152
# genome size = 2000000000
# Total tags = 14281713.0
# Total tags in peaks = 823828.0
# Approximate IP efficiency = 5.77%
# tags per bp = 0.006445
# expected tags per peak = 1.083
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 2.140296e-06
# FDR tag threshold = 9.0
# number of putative peaks = 52850
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 16252
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 89
#
# cmd = findPeaks encodeDataTags/ -style factor -o homerEncodePeaks
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr1-5953	chr1	152007304	152007472	+	10.5	0.789	9.000000	5.26	3.62e-07	1.39
chr1-5002	chr1	246332380	246332548	+	10.5	0.833	10.000000	7.50	3.85e-09	1.25
chr3-1799	chr3	58984309	58984477	+	10.5	0.938	10.000000	15.68	1.52e-13	1.25
chr4-1059	chr4	4854532	4854700	+	10.5	0.739	10.000000	11.40	1.37e-11	1.25
chr4-1412	chr4	154056159	154056327	+	10.5	0.789	9.000000	13.10	1.99e-12	1.39
chr5-1670	chr5	33470732	33470900	+	10.5	0.739	9.000000	7.70	2.74e-09	1.39
chr6-2140	chr6	711195	711363	+	10.5	0.696	10.000000	12.72	3.00e-12	1.25
chr6-2466	chr6	159185613	159185781	+	10.5	0.789	10.000000	4.96	7.40e-07	1.39
chr7-2449	chr7	130718857	130719025	+	10.5	0.727	10.000000	11.25	1.64e-11	1.39
chr7-2489	chr7	148356762	148356930	+	10.5	0.875	10.000000	13.72	1.05e-12	1.25
chr8-1285	chr8	61626630	61626798	+	10.5	0.789	10.000000	13.93	8.44e-13	1.25
chr11-1923	chr11	4205853	4206021	+	10.5	0.652	10.000000	5.81	1.03e-07	1.25
chr11-2430	chr11	51250246	51250414	+	10.5	0.938	9.000000	62.70	2.89e-22	1.39
chr12-1528	chr12	38493594	38493762	+	10.5	0.714	10.000000	35.11	1.44e-18	1.25
chr15-1033	chr15	90325367	90325535	+	10.5	0.583	10.000000	6.81	1.38e-08	1.39
chr16-2034	chr16	4453870	4454038	+	10.5	0.833	10.000000	5.19	4.20e-07	1.25
chr17-2196	chr17	16255609	16255777	+	10.5	0.850	10.000000	7.50	3.85e-09	1.25
chr17-2276	chr17	40558152	40558320	+	10.5	0.750	10.000000	8.78	4.79e-10	1.25
chr19-3215	chr19	33727074	33727242	+	10.5	0.722	10.000000	9.86	9.93e-11	1.25
chr19-3239	chr19	39108510	39108678	+	10.5	0.789	10.000000	5.52	1.97e-07	1.25
chr21-615	chr21	36237892	36238060	+	10.5	0.762	10.000000	7.38	4.81e-09	1.25
chr1-4274	chr1	6803644	6803812	+	9.80	0.810	10.000000	10.50	1.85e-10	1.16
chr1-4454	chr1	27057927	27058095	+	9.80	0.824	10.000000	10.24	2.56e-10	1.16
chr1-4648	chr1	90439136	90439304	+	9.80	0.824	10.000000	7.95	6.11e-09	1.29
chr1-4800	chr1	180185442	180185610	+	9.80	0.933	10.000000	9.21	9.86e-10	1.16
chr1-6208	chr1	208012003	208012171	+	9.80	0.833	9.000000	7.32	1.71e-08	1.45
chr1-4954	chr1	230282618	230282786	+	9.80	0.875	10.000000	5.06	1.37e-06	1.16
chr1-4992	chr1	243053557	243053725	+	9.80	0.714	10.000000	21.01	2.01e-14	1.16
chr2-2359	chr2	12197594	12197762	+	9.80	0.750	9.000000	9.10	1.14e-09	1.29
chr2-2519	chr2	95941598	95941766	+	9.80	0.933	9.000000	10.92	1.12e-10	1.29
chr2-2286	chr2	231773568	231773736	+	9.80	0.727	10.000000	8.36	3.29e-09	1.16
chr3-1947	chr3	5606854	5607022	+	9.80	0.733	9.000000	7.95	6.11e-09	1.29
chr3-1978	chr3	12748781	12748949	+	9.80	0.933	9.000000	9.42	7.41e-10	1.29
chr3-2033	chr3	15403452	15403620	+	9.80	0.933	9.000000	9.10	1.14e-09	1.29
chr3-1868	chr3	158125986	158126154	+	9.80	0.789	10.000000	11.22	7.93e-11	1.16
chr3-1913	chr3	195474077	195474245	+	9.80	0.636	10.000000	6.66	5.34e-08	1.16
chr4-1125	chr4	84159683	84159851	+	9.80	0.889	10.000000	18.21	1.34e-13	1.29
chr4-1164	chr4	154871556	154871724	+	9.80	0.778	10.000000	15.76	9.02e-13	1.16
chr5-1319	chr5	305657	305825	+	9.80	0.882	10.000000	12.05	3.18e-11	1.16
chr5-1399	chr5	53619418	53619586	+	9.80	0.762	10.000000	4.91	1.93e-06	1.29
chr5-1467	chr5	134528123	134528291	+	9.80	0.773	10.000000	5.73	3.21e-07	1.16
chr5-1481	chr5	139260277	139260445	+	9.80	0.696	10.000000	9.00	1.30e-09	1.16
chr6-2155	chr6	3421514	3421682	+	9.80	0.882	10.000000	6.35	9.47e-08	1.16
chr6-2302	chr6	36727037	36727205	+	9.80	0.750	10.000000	7.73	8.71e-09	1.16
chr6-2318	chr6	41207345	41207513	+	9.80	0.875	10.000000	21.01	2.01e-14	1.16
chr7-2326	chr7	100839425	100839593	+	9.80	0.778	10.000000	7.66	9.78e-09	1.29
chr7-2356	chr7	105681684	105681852	+	9.80	0.800	10.000000	6.21	1.25e-07	1.16
chr7-2400	chr7	127023275	127023443	+	9.80	0.708	10.000000	7.00	2.92e-08	1.16
chr7-2609	chr7	158148177	158148345	+	9.80	0.722	10.000000	9.21	9.86e-10	1.16
chr8-1210	chr8	793443	793611	+	9.80	0.938	10.000000	24.83	2.14e-15	1.16
chr8-1548	chr8	66655619	66655787	+	9.80	0.824	9.000000	12.05	3.18e-11	1.29
chr8-1592	chr8	102060959	102061127	+	9.80	0.947	9.000000	5.65	3.78e-07	1.29
chr8-1363	chr8	142571685	142571853	+	9.80	0.778	10.000000	10.50	1.85e-10	1.16
chr8-1414	chr8	145909455	145909623	+	9.80	0.824	10.000000	4.14	1.29e-05	1.16
chr10-1434	chr10	30842139	30842307	+	9.80	0.778	10.000000	7.80	7.75e-09	1.16
chr10-1439	chr10	32266368	32266536	+	9.80	0.933	10.000000	7.06	2.63e-08	1.16
chr10-1446	chr10	38776410	38776578	+	9.80	0.933	10.000000	14.37	2.99e-12	1.16
chr10-1449	chr10	39107234	39107402	+	9.80	0.947	10.000000	8.28	3.74e-09	1.45
chr10-1845	chr10	72102885	72103053	+	9.80	0.933	9.000000	12.05	3.18e-11	1.29
chr10-1549	chr10	74560330	74560498	+	9.80	0.727	10.000000	10.78	1.33e-10	1.16
chr10-1985	chr10	100219190	100219358	+	9.80	0.938	9.000000	6.02	1.78e-07	1.29
chr11-2429	chr11	48892996	48893164	+	9.80	0.824	9.000000	19.98	3.91e-14	1.29
chr12-1523	chr12	30910317	30910485	+	9.80	0.789	10.000000	4.58	4.23e-06	1.16
chr12-1542	chr12	48297685	48297853	+	9.80	0.778	10.000000	9.75	4.75e-10	1.16
chr12-1606	chr12	63523834	63524002	+	9.80	0.882	10.000000	21.56	1.42e-14	1.29
chr12-1621	chr12	94196251	94196419	+	9.80	0.889	10.000000	11.87	3.84e-11	1.29
chr12-1968	chr12	108664437	108664605	+	9.80	0.750	9.000000	13.66	6.26e-12	1.29
chr12-1723	chr12	132102339	132102507	+	9.80	0.667	10.000000	4.31	8.19e-06	1.16
chr13-480	chr13	92225155	92225323	+	9.80	0.933	10.000000	6.11	1.49e-07	1.16
chr13-487	chr13	92970492	92970660	+	9.80	0.750	10.000000	5.03	1.47e-06	1.29
chr14-894	chr14	102963544	102963712	+	9.80	0.824	9.000000	7.80	7.75e-09	1.29
chr14-908	chr14	104410103	104410271	+	9.80	0.765	9.000000	19.05	7.35e-14	1.29
chr15-1110	chr15	42196890	42197058	+	9.80	0.833	9.000000	9.42	7.41e-10	1.29
chr15-980	chr15	65042646	65042814	+	9.80	0.789	10.000000	9.21	9.86e-10	1.29
chr15-984	chr15	65714713	65714881	+	9.80	0.762	10.000000	6.83	3.96e-08	1.29
chr16-1941	chr16	188058	188226	+	9.80	0.789	10.000000	6.72	4.84e-08	1.16
chr16-2063	chr16	23918091	23918259	+	9.80	0.750	10.000000	5.94	2.11e-07	1.16
chr16-2209	chr16	84958255	84958423	+	9.80	0.882	10.000000	5.81	2.72e-07	1.16
chr17-2200	chr17	17606508	17606676	+	9.80	0.933	10.000000	13.01	1.18e-11	1.16
chr17-2326	chr17	48739631	48739799	+	9.80	0.789	10.000000	5.69	3.49e-07	1.16
chr17-2443	chr17	79288629	79288797	+	9.80	0.692	10.000000	4.76	2.70e-06	1.29
chr19-3065	chr19	6522360	6522528	+	9.80	0.682	10.000000	10.64	1.57e-10	1.16
chr19-3311	chr19	49181562	49181730	+	9.80	0.882	10.000000	6.94	3.23e-08	1.16
chr21-850	chr21	44745870	44746038	+	9.80	0.667	9.000000	5.85	2.50e-07	1.29
chr21-661	chr21	44814487	44814655	+	9.80	0.778	10.000000	5.50	5.19e-07	1.16
chr22-2265	chr22	18913584	18913752	+	9.80	0.722	10.000000	8.28	3.74e-09	1.16
chr22-2489	chr22	22804856	22805024	+	9.80	0.750	10.000000	5.06	1.37e-06	1.16
chr22-2594	chr22	32968767	32968935	+	9.80	0.824	10.000000	10.37	2.18e-10	1.16
chr22-3059	chr22	36123597	36123765	+	9.80	0.875	9.000000	16.07	6.99e-13	1.29
chr22-3113	chr22	43525187	43525355	+	9.80	0.938	9.000000	8.72	1.96e-09	1.29
chrX-660	chrX	15184069	15184237	+	9.80	0.938	10.000000	24.83	2.14e-15	1.16
chrX-750	chrX	40793060	40793228	+	9.80	0.714	9.000000	15.76	9.02e-13	1.29
chr1-4178	chr1	1498354	1498522	+	9.10	0.652	10.000000	4.67	7.48e-06	1.19
chr1-5087	chr1	1720437	1720605	+	9.10	0.778	9.000000	8.18	1.52e-08	1.19
chr1-4204	chr1	2169416	2169584	+	9.10	0.636	10.000000	4.11	2.75e-05	1.07
chr1-4228	chr1	2621016	2621184	+	9.10	0.571	10.000000	5.90	6.08e-07	1.07
chr1-4248	chr1	5731563	5731731	+	9.10	0.706	10.000000	4.07	3.07e-05	1.07
chr1-4278	chr1	8586064	8586232	+	9.10	0.765	10.000000	8.95	5.36e-09	1.07
chr1-4392	chr1	21647300	21647468	+	9.10	0.652	10.000000	4.11	2.75e-05	1.07
chr1-5487	chr1	25606343	25606511	+	9.10	0.867	9.000000	63.40	1.48e-19	1.19
chr1-4522	chr1	35901762	35901930	+	9.10	0.722	10.000000	7.53	3.92e-08	1.07
chr1-4525	chr1	36638021	36638189	+	9.10	0.842	10.000000	6.85	1.14e-07	1.19
chr1-5635	chr1	37773864	37774032	+	9.10	0.857	9.000000	11.36	3.23e-10	1.19
chr1-5679	chr1	40866076	40866244	+	9.10	0.833	9.000000	8.01	1.94e-08	1.19
chr1-4562	chr1	42639106	42639274	+	9.10	0.824	10.000000	8.65	8.03e-09	1.19
chr1-5757	chr1	51888806	51888974	+	9.10	0.933	9.000000	7.76	2.78e-08	1.19
chr1-4677	chr1	110963969	110964137	+	9.10	0.700	10.000000	12.47	1.05e-10	1.07
chr1-5917	chr1	117931983	117932151	+	9.10	0.609	9.000000	10.57	7.61e-10	1.19
chr1-5950	chr1	151041429	151041597	+	9.10	0.812	9.000000	4.82	5.39e-06	1.19
chr1-4732	chr1	153894616	153894784	+	9.10	0.619	10.000000	5.28	2.01e-06	1.07
chr1-5982	chr1	156445346	156445514	+	9.10	0.591	9.000000	7.84	2.47e-08	1.19
chr1-4764	chr1	160070884	160071052	+	9.10	0.800	10.000000	4.78	5.76e-06	1.07
chr1-6018	chr1	162583486	162583654	+	9.10	0.933	9.000000	13.83	2.80e-11	1.19
chr1-4785	chr1	172787576	172787744	+	9.10	0.824	10.000000	9.39	3.05e-09	1.07
chr1-4793	chr1	179784241	179784409	+	9.10	0.762	10.000000	5.04	3.34e-06	1.07
chr1-6135	chr1	201196014	201196182	+	9.10	0.812	9.000000	8.18	1.52e-08	1.19
chr1-4844	chr1	201854574	201854742	+	9.10	0.700	10.000000	4.58	9.05e-06	1.07
chr1-6146	chr1	202036390	202036558	+	9.10	0.867	9.000000	9.88	1.68e-09	1.19
chr1-4880	chr1	211779757	211779925	+	9.10	0.737	10.000000	6.09	4.30e-07	1.07
chr1-4892	chr1	213562809	213562977	+	9.10	0.714	10.000000	9.28	3.52e-09	1.19
chr1-4903	chr1	226163779	226163947	+	9.10	0.652	10.000000	5.28	2.01e-06	1.07
chr1-6263	chr1	226819898	226820066	+	9.10	0.875	9.000000	6.62	1.70e-07	1.19
chr1-4945	chr1	228587710	228587878	+	9.10	0.640	10.000000	4.09	2.91e-05	1.07
chr1-6323	chr1	230254316	230254484	+	9.10	0.833	9.000000	6.79	1.27e-07	1.19
chr2-2007	chr2	7237751	7237919	+	9.10	0.789	10.000000	12.47	1.05e-10	1.07
chr2-2032	chr2	20289678	20289846	+	9.10	0.875	10.000000	9.17	4.06e-09	1.07
chr2-2088	chr2	47382380	47382548	+	9.10	0.778	10.000000	9.51	2.64e-09	1.07
chr2-2115	chr2	70521008	70521176	+	9.10	0.650	10.000000	5.43	1.48e-06	1.07
chr2-2183	chr2	112421145	112421313	+	9.10	0.636	10.000000	7.84	2.47e-08	1.07
chr2-2192	chr2	121071384	121071552	+	9.10	0.889	10.000000	8.74	7.03e-09	1.07
chr2-2215	chr2	145417421	145417589	+	9.10	0.636	10.000000	8.74	7.03e-09	1.07
chr2-2612	chr2	157256251	157256419	+	9.10	0.700	9.000000	7.11	7.56e-08	1.19
chr2-2230	chr2	170219179	170219347	+	9.10	0.714	10.000000	6.67	1.54e-07	1.07
chr2-2235	chr2	171063256	171063424	+	9.10	0.722	10.000000	9.88	1.68e-09	1.07
chr2-2246	chr2	178544973	178545141	+	9.10	0.750	10.000000	6.19	3.60e-07	1.07
chr2-2250	chr2	183879355	183879523	+	9.10	0.867	10.000000	8.09	1.72e-08	1.07
chr2-2263	chr2	202098023	202098191	+	9.10	0.765	10.000000	9.88	1.68e-09	1.07
chr2-2287	chr2	231917430	231917598	+	9.10	0.636	10.000000	8.55	9.15e-09	1.07
chr2-2288	chr2	232347613	232347781	+	9.10	0.737	10.000000	15.53	6.91e-12	1.19
chr2-2310	chr2	242500289	242500457	+	9.10	0.929	10.000000	4.97	3.84e-06	1.07
chr2-2311	chr2	242501812	242501980	+	9.10	0.650	10.000000	5.04	3.34e-06	1.07
chr3-1656	chr3	9723476	9723644	+	9.10	0.706	10.000000	7.93	2.19e-08	1.07
chr3-1979	chr3	12928297	12928465	+	9.10	0.850	9.000000	6.62	1.70e-07	1.19
chr3-1720	chr3	23930161	23930329	+	9.10	0.812	10.000000	10.42	8.96e-10	1.07
chr3-1723	chr3	32200420	32200588	+	9.10	0.875	10.000000	13.83	2.80e-11	1.07
chr3-1738	chr3	41747481	41747649	+	9.10	0.933	10.000000	18.56	7.80e-13	1.07
chr3-1786	chr3	50412046	50412214	+	9.10	0.882	10.000000	8.09	1.72e-08	1.19
chr3-2255	chr3	156206685	156206853	+	9.10	0.765	9.000000	10.14	1.23e-09	1.19
chr3-2270	chr3	171927621	171927789	+	9.10	0.789	9.000000	8.45	1.04e-08	1.19
chr3-2315	chr3	194403839	194404007	+	9.10	0.700	9.000000	6.98	9.32e-08	1.19
chr4-1099	chr4	41387121	41387289	+	9.10	0.875	10.000000	18.11	1.05e-12	1.07
chr4-1344	chr4	49655736	49655904	+	9.10	0.560	9.000000	4.30	1.75e-05	1.33
chr4-1141	chr4	123724947	123725115	+	9.10	0.824	10.000000	12.27	1.27e-10	1.07
chr4-1147	chr4	127875937	127876105	+	9.10	0.700	10.000000	6.45	2.27e-07	1.07
chr4-1172	chr4	185189625	185189793	+	9.10	0.875	10.000000	13.35	4.30e-11	1.07
chr5-1408	chr5	72592678	72592846	+	9.10	0.778	10.000000	10.28	1.05e-09	1.07
chr5-1410	chr5	72784664	72784832	+	9.10	0.750	10.000000	13.12	5.30e-11	1.07
chr5-1422	chr5	85866222	85866390	+	9.10	0.750	10.000000	14.63	1.42e-11	1.07
chr5-1428	chr5	89900820	89900988	+	9.10	0.929	10.000000	13.59	3.48e-11	1.07
chr5-1455	chr5	131862934	131863102	+	9.10	0.882	10.000000	9.17	4.06e-09	1.07
chr5-1887	chr5	157171801	157171969	+	9.10	0.800	9.000000	4.56	9.63e-06	1.19
chr5-1903	chr5	172229301	172229469	+	9.10	0.824	9.000000	6.14	3.94e-07	1.33
chr5-1538	chr5	177565150	177565318	+	9.10	0.722	10.000000	8.65	8.03e-09	1.07
chr5-1948	chr5	179555268	179555436	+	9.10	0.700	9.000000	7.93	2.19e-08	1.19
chr5-1550	chr5	179564486	179564654	+	9.10	0.737	10.000000	5.99	5.12e-07	1.07
chr6-2142	chr6	1416263	1416431	+	9.10	0.867	10.000000	11.89	1.87e-10	1.07
chr6-2535	chr6	3324828	3324996	+	9.10	0.722	9.000000	5.94	5.59e-07	1.19
chr6-2545	chr6	3913424	3913592	+	9.10	0.812	9.000000	11.53	2.70e-10	1.19
chr6-2192	chr6	15949840	15950008	+	9.10	0.750	10.000000	7.61	3.50e-08	1.07
chr6-2668	chr6	27259104	27259272	+	9.10	0.882	9.000000	5.07	3.11e-06	1.19
chr6-2726	chr6	31643330	31643498	+	9.10	0.812	9.000000	4.94	4.11e-06	1.19
chr6-2314	chr6	39190001	39190169	+	9.10	0.750	10.000000	4.64	7.97e-06	1.07
chr6-2861	chr6	42848694	42848862	+	9.10	0.812	9.000000	5.51	1.27e-06	1.33
chr6-2362	chr6	52859523	52859691	+	9.10	0.867	10.000000	7.11	7.56e-08	1.07
chr6-2388	chr6	111286958	111287126	+	9.10	0.778	10.000000	15.53	6.91e-12	1.19
chr6-2402	chr6	135414889	135415057	+	9.10	0.810	10.000000	6.04	4.70e-07	1.07
chr6-2403	chr6	136724327	136724495	+	9.10	0.619	10.000000	11.89	1.87e-10	1.07
chr6-2471	chr6	159534329	159534497	+	9.10	0.737	10.000000	9.39	3.05e-09	1.07
chr7-2162	chr7	8476680	8476848	+	9.10	0.933	10.000000	9.06	4.67e-09	1.07
chr7-2164	chr7	12409895	12410063	+	9.10	0.800	10.000000	7.84	2.47e-08	1.07
chr7-2783	chr7	22736424	22736592	+	9.10	0.778	9.000000	7.39	4.91e-08	1.33
chr7-2174	chr7	24962990	24963158	+	9.10	0.520	10.000000	7.61	3.50e-08	1.19
chr7-2181	chr7	29686795	29686963	+	9.10	0.933	10.000000	11.53	2.70e-10	1.07
chr7-2183	chr7	30509736	30509904	+	9.10	0.667	10.000000	12.90	7.01e-11	1.07
chr7-2224	chr7	64247895	64248063	+	9.10	0.812	10.000000	14.35	1.79e-11	1.07
chr7-2296	chr7	99430981	99431149	+	9.10	0.875	10.000000	4.78	5.76e-06	1.19
chr7-2304	chr7	99970620	99970788	+	9.10	0.565	10.000000	5.55	1.17e-06	1.07
chr7-2357	chr7	105794394	105794562	+	9.10	0.812	10.000000	10.87	5.44e-10	1.07
chr7-2362	chr7	106293767	106293935	+	9.10	0.812	10.000000	5.40	1.60e-06	1.07
chr7-3030	chr7	107068011	107068179	+	9.10	0.650	9.000000	11.19	3.85e-10	1.19
chr7-2393	chr7	122525739	122525907	+	9.10	0.929	10.000000	9.88	1.68e-09	1.07
chr7-2399	chr7	124632887	124633055	+	9.10	0.700	10.000000	10.72	6.44e-10	1.07
chr7-2445	chr7	130471267	130471435	+	9.10	0.882	10.000000	15.53	6.91e-12	1.07
chr7-3156	chr7	133343239	133343407	+	9.10	0.875	9.000000	12.27	1.27e-10	1.19
chr7-2461	chr7	135777646	135777814	+	9.10	0.650	10.000000	10.87	5.44e-10	1.07
chr7-3202	chr7	140206996	140207164	+	9.10	0.667	9.000000	6.92	1.03e-07	1.19
chr7-2513	chr7	150010499	150010667	+	9.10	0.500	10.000000	5.32	1.86e-06	1.07
chr7-2519	chr7	150109686	150109854	+	9.10	0.857	10.000000	5.81	7.20e-07	1.19
chr7-3359	chr7	157171105	157171273	+	9.10	0.867	9.000000	7.39	4.91e-08	1.19
chr7-2613	chr7	158387874	158388042	+	9.10	0.765	10.000000	10.57	7.61e-10	1.07
chr8-1221	chr8	10512254	10512422	+	9.10	0.684	10.000000	7.25	6.10e-08	1.07
chr8-1230	chr8	11597030	11597198	+	9.10	0.889	10.000000	7.93	2.19e-08	1.19
chr8-1249	chr8	27349135	27349303	+	9.10	0.722	10.000000	7.53	3.92e-08	1.07
chr8-1269	chr8	41583245	41583413	+	9.10	0.882	10.000000	8.95	5.36e-09	1.07
chr8-1531	chr8	54405140	54405308	+	9.10	0.938	9.000000	16.91	2.44e-12	1.19
chr8-1599	chr8	103409291	103409459	+	9.10	0.700	9.000000	13.12	5.30e-11	1.33
chr8-1325	chr8	125568471	125568639	+	9.10	0.700	10.000000	7.04	8.40e-08	1.19
chr8-1328	chr8	125698359	125698527	+	9.10	0.650	10.000000	7.76	2.78e-08	1.07
chr8-1343	chr8	134215316	134215484	+	9.10	0.700	10.000000	13.12	5.30e-11	1.19
chr8-1366	chr8	143690611	143690779	+	9.10	0.938	10.000000	8.27	1.34e-08	1.07
chr8-1372	chr8	144471785	144471953	+	9.10	0.778	10.000000	4.58	9.05e-06	1.19
chr9-1912	chr9	95371351	95371519	+	9.10	0.833	10.000000	9.06	4.67e-09	1.19
chr9-1925	chr9	101572442	101572610	+	9.10	0.619	10.000000	4.70	7.01e-06	1.19
chr9-1934	chr9	110470403	110470571	+	9.10	0.812	10.000000	13.35	4.30e-11	1.07
chr9-1954	chr9	126044916	126045084	+	9.10	0.800	10.000000	12.27	1.27e-10	1.07
chr9-2346	chr9	127082378	127082546	+	9.10	0.778	9.000000	6.34	2.74e-07	1.33
chr9-2449	chr9	132731563	132731731	+	9.10	0.824	9.000000	12.68	8.59e-11	1.19
chr9-2129	chr9	138876098	138876266	+	9.10	0.619	10.000000	4.94	4.11e-06	1.07
chr10-1388	chr10	354761	354929	+	9.10	0.875	10.000000	11.19	3.85e-10	1.19
chr10-1401	chr10	5504469	5504637	+	9.10	0.750	10.000000	4.30	1.75e-05	1.07
chr10-1429	chr10	29785460	29785628	+	9.10	0.867	10.000000	24.54	2.44e-14	1.07
chr10-1736	chr10	39091894	39092062	+	9.10	0.812	9.000000	5.72	8.50e-07	1.19
chr10-1737	chr10	39112698	39112866	+	9.10	0.875	9.000000	6.62	1.70e-07	1.33
chr10-1460	chr10	44882091	44882259	+	9.10	0.583	10.000000	7.32	5.48e-08	1.07
chr10-1842	chr10	71905793	71905961	+	9.10	0.591	9.000000	6.39	2.49e-07	1.19
chr10-1518	chr10	72413261	72413429	+	9.10	0.650	10.000000	6.67	1.54e-07	1.07
chr10-1522	chr10	72500782	72500950	+	9.10	0.810	10.000000	4.03	3.41e-05	1.07
chr10-1872	chr10	73408399	73408567	+	9.10	0.778	9.000000	4.56	9.63e-06	1.19
chr10-1873	chr10	73409717	73409885	+	9.10	0.812	9.000000	4.58	9.05e-06	1.19
chr10-1916	chr10	76803633	76803801	+	9.10	0.867	9.000000	9.28	3.52e-09	1.19
chr10-1558	chr10	79291217	79291385	+	9.10	0.778	10.000000	14.92	1.12e-11	1.07
chr10-1561	chr10	79788627	79788795	+	9.10	0.867	10.000000	4.82	5.39e-06	1.07
chr11-1908	chr11	2782962	2783130	+	9.10	0.762	10.000000	9.28	3.52e-09	1.19
chr11-1914	chr11	3150802	3150970	+	9.10	0.875	10.000000	6.73	1.40e-07	1.07
chr11-1928	chr11	7626775	7626943	+	9.10	0.765	10.000000	11.53	2.70e-10	1.19
chr11-1933	chr11	12180566	12180734	+	9.10	0.800	10.000000	8.27	1.34e-08	1.07
chr11-1948	chr11	18727330	18727498	+	9.10	0.625	10.000000	8.65	8.03e-09	1.07
chr11-2401	chr11	45921025	45921193	+	9.10	0.762	9.000000	5.04	3.34e-06	1.19
chr11-1980	chr11	47437192	47437360	+	9.10	0.652	10.000000	4.11	2.75e-05	1.07
chr11-2024	chr11	63816234	63816402	+	9.10	0.933	10.000000	6.09	4.30e-07	1.07
chr11-2055	chr11	65460073	65460241	+	9.10	0.737	10.000000	12.68	8.59e-11	1.07
chr11-2534	chr11	66935683	66935851	+	9.10	0.929	9.000000	14.35	1.79e-11	1.19
chr11-2098	chr11	70374214	70374382	+	9.10	0.929	10.000000	9.39	3.05e-09	1.07
chr11-2641	chr11	76859134	76859302	+	9.10	0.765	9.000000	7.61	3.50e-08	1.19
chr11-2657	chr11	91526209	91526377	+	9.10	0.583	9.000000	9.39	3.05e-09	1.19
chr11-2151	chr11	102255568	102255736	+	9.10	0.824	10.000000	13.12	5.30e-11	1.07
