# HOMER Peaks
# Peak finding parameters:
# tag directory = homerGABPTags/
#
# total peaks = 19699
# peak size = 217
# peaks found using tags on both strands
# minimum distance between peaks = 434
# fragment length = 140
# genome size = 2000000000
# Total tags = 11439217.0
# Total tags in peaks = 361164.0
# Approximate IP efficiency = 3.16%
# tags per bp = 0.004458
# expected tags per peak = 0.967
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 8.621535e-07
# FDR tag threshold = 9.0
# number of putative peaks = 27328
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 7591
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 38
#
# cmd = findPeaks homerGABPTags/ -style factor -o homerGABPPeaks.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr20-9	chr20	48532108	48532324	+	124.1	0.709	102.000000	41.57	7.15e-172	0.85
chr3-6	chr3	131221731	131221947	+	122.4	0.903	95.000000	106.98	4.61e-226	0.91
chr17-8	chr17	42092269	42092485	+	121.5	0.852	86.000000	73.72	3.06e-202	1.01
chr19-7	chr19	58038637	58038853	+	121.5	0.963	106.000000	102.73	4.86e-222	0.84
chr15-3	chr15	40675014	40675230	+	119.8	0.880	90.000000	72.66	1.65e-198	0.95
chr16-12	chr16	3162406	3162622	+	119.8	0.900	89.000000	83.46	1.19e-206	0.98
chr19-9	chr19	19302869	19303085	+	119.8	0.940	98.000000	86.99	4.40e-209	0.88
chr12-8	chr12	38710409	38710625	+	118.9	0.939	87.000000	97.32	3.97e-214	1.01
chr5-6	chr5	93954195	93954411	+	118.0	0.926	86.000000	69.96	1.91e-193	0.97
chr19-15	chr19	4246904	4247120	+	118.0	0.872	79.000000	77.04	5.04e-199	1.07
chr6-7	chr6	33239590	33239806	+	117.1	0.693	86.000000	31.96	2.00e-147	0.99
chr17-6	chr17	26684492	26684708	+	117.1	0.884	92.000000	92.25	2.19e-206	0.90
chr6-6	chr6	159420769	159420985	+	115.4	0.976	87.000000	51.30	1.05e-171	0.97
chr9-4	chr9	79186745	79186961	+	115.4	0.643	76.000000	100.86	6.46e-210	1.09
chr14-4	chr14	100842597	100842813	+	114.5	0.844	98.000000	51.81	5.77e-171	0.84
chr17-5	chr17	40925356	40925572	+	114.5	0.948	100.000000	63.70	3.81e-181	0.87
chrY-3	chrY	10033431	10033647	+	114.5	0.985	43.000000	15.30	3.55e-104	1.90
chr1-14	chr1	155112937	155113153	+	113.6	0.920	84.000000	58.61	1.63e-176	1.00
chr11-10	chr11	47270303	47270519	+	113.6	0.899	87.000000	59.80	1.23e-177	0.95
chr12-9	chr12	75905358	75905574	+	113.6	0.885	87.000000	50.52	2.74e-168	0.97
chr15-4	chr15	90437185	90437401	+	113.6	0.927	89.000000	66.60	1.29e-183	0.92
chr6-5	chr6	111303102	111303318	+	112.8	0.951	89.000000	145.39	1.64e-225	0.92
chr21-7	chr21	30365143	30365359	+	112.8	0.813	87.000000	86.80	7.23e-197	0.96
chr11-18	chr11	111944797	111945013	+	111.9	0.795	61.000000	62.92	2.45e-176	1.32
chrX-6	chrX	58561304	58561520	+	111.9	0.941	44.000000	160.29	3.63e-229	1.81
chr1-11	chr1	149982615	149982831	+	111.0	0.931	93.000000	67.36	4.85e-180	0.87
chr4-2	chr4	70296613	70296829	+	111.0	0.797	62.000000	636.17	3.66e-303	1.27
chr11-8	chr11	8710468	8710684	+	111.0	0.890	92.000000	50.67	1.33e-164	0.87
chr14-5	chr14	75348482	75348698	+	111.0	0.926	87.000000	68.16	1.10e-180	0.92
chr3-7	chr3	10362732	10362948	+	110.1	0.895	89.000000	90.17	2.16e-194	0.90
chr16-11	chr16	2771020	2771236	+	110.1	0.878	91.000000	49.40	5.86e-162	0.88
chr2-6	chr2	3622663	3622879	+	109.3	0.915	94.000000	64.77	3.82e-175	0.88
chr19-11	chr19	59066274	59066490	+	109.3	0.894	94.000000	23.29	4.35e-121	0.83
chr21-5	chr21	27107255	27107471	+	109.3	0.797	94.000000	45.82	1.09e-156	0.86
chr1-12	chr1	1342563	1342779	+	108.4	0.856	86.000000	36.24	5.34e-142	0.93
chr2-8	chr2	74699700	74699916	+	108.4	0.901	87.000000	75.54	6.34e-182	0.93
chr16-20	chr16	33964851	33965067	+	108.4	0.799	62.000000	6.80	2.08e-59	1.32
chr11-11	chr11	2421515	2421731	+	107.5	0.803	79.000000	27.59	6.99e-128	0.99
chr1-18	chr1	165738024	165738240	+	106.7	0.893	81.000000	88.71	1.97e-187	0.96
chr2-10	chr2	201936581	201936797	+	106.7	0.941	78.000000	90.17	2.78e-188	1.00
chr5-7	chr5	148724838	148725054	+	106.7	0.823	79.000000	82.09	2.27e-183	0.99
chr10-4	chr10	122610715	122610931	+	106.7	0.907	84.000000	130.96	7.04e-208	0.93
chr11-9	chr11	61197446	61197662	+	106.7	0.870	88.000000	72.37	8.89e-177	0.88
chr22-4	chr22	39077831	39078047	+	106.7	0.881	82.000000	82.09	2.27e-183	0.96
chr1-16	chr1	28655437	28655653	+	105.8	0.957	82.000000	90.92	3.46e-187	0.97
chr12-7	chr12	7079779	7079995	+	105.8	0.780	87.000000	47.44	1.59e-153	0.94
chr1-17	chr1	11322742	11322958	+	104.0	0.933	81.000000	67.91	3.09e-169	0.93
chr16-10	chr16	717951	718167	+	104.0	0.807	94.000000	29.16	1.52e-126	0.80
chr16-13	chr16	67260910	67261126	+	103.2	0.896	87.000000	56.59	1.22e-158	0.87
chr19-12	chr19	9879261	9879477	+	103.2	0.870	92.000000	95.00	8.08e-185	0.83
chr19-10	chr19	4723692	4723908	+	102.3	0.917	95.000000	54.38	2.56e-155	0.80
chr19-37	chr19	36066432	36066648	+	102.3	0.781	55.000000	77.57	4.32e-173	1.46
chr19-16	chr19	56186457	56186673	+	102.3	0.804	77.000000	29.55	4.77e-124	0.97
chr16-15	chr16	84220538	84220754	+	101.4	0.950	80.000000	49.50	2.78e-144	0.94
chr11-12	chr11	46722384	46722600	+	100.5	0.785	79.000000	37.30	2.77e-134	0.94
chr22-7	chr22	38082225	38082441	+	100.5	0.883	71.000000	40.82	1.11e-138	1.06
chr1-19	chr1	84944788	84945004	+	99.7	0.843	80.000000	43.55	1.27e-140	0.95
chr15-6	chr15	49447817	49448033	+	99.7	0.931	78.000000	83.51	8.09e-171	0.98
chr18-3	chr18	108128	108344	+	99.7	0.749	58.000000	14.81	2.10e-89	1.25
chr2-31	chr2	92305651	92305867	+	98.8	0.941	46.000000	33.30	1.44e-126	1.61
chr5-5	chr5	443123	443339	+	98.8	0.873	90.000000	40.11	1.84e-135	0.82
chr12-11	chr12	9102520	9102736	+	98.8	0.800	75.000000	46.31	2.37e-142	0.97
chr12-12	chr12	49961790	49962006	+	98.8	0.922	74.000000	62.13	1.68e-156	0.99
chr16-16	chr16	28857589	28857805	+	98.8	0.868	78.000000	56.60	5.23e-152	0.95
chr17-10	chr17	29233190	29233406	+	98.8	0.871	83.000000	71.75	1.83e-163	0.91
chr17-9	chr17	73008511	73008727	+	98.8	0.707	86.000000	32.66	1.21e-125	0.86
chr19-14	chr19	37157673	37157889	+	98.8	0.877	80.000000	115.78	1.08e-186	0.92
chr10-5	chr10	44101730	44101946	+	97.9	0.939	82.000000	84.15	1.08e-169	0.93
chr20-15	chr20	2644764	2644980	+	97.9	0.953	70.000000	76.50	4.11e-165	1.03
chr21-6	chr21	46221630	46221846	+	97.9	0.840	89.000000	34.12	1.29e-126	0.82
chr1-15	chr1	227922949	227923165	+	97.0	0.914	83.000000	46.34	6.88e-140	0.88
chr2-9	chr2	74682030	74682246	+	97.0	0.874	83.000000	44.68	3.57e-138	0.88
chr6-8	chr6	36842484	36842700	+	97.0	0.866	85.000000	47.66	3.22e-141	0.85
chr2-12	chr2	71357603	71357819	+	96.2	0.931	76.000000	70.84	1.41e-158	0.93
chr3-9	chr3	155572220	155572436	+	96.2	0.835	77.000000	66.12	2.50e-155	0.95
chr2-14	chr2	70120979	70121195	+	95.3	0.932	72.000000	84.72	1.63e-165	0.98
chr2-20	chr2	133030757	133030973	+	95.3	0.639	60.000000	4.27	1.73e-34	1.16
chr3-8	chr3	127842709	127842925	+	95.3	0.863	86.000000	45.50	2.49e-135	0.87
chr15-5	chr15	75660865	75661081	+	95.3	0.908	79.000000	41.29	4.49e-132	0.92
chr6-9	chr6	28048609	28048825	+	94.4	0.977	78.000000	78.53	1.70e-160	0.97
chr7-5	chr7	128695149	128695365	+	94.4	0.660	74.000000	30.06	2.12e-116	0.96
chr8-9	chr8	11141822	11142038	+	94.4	0.836	76.000000	47.29	7.57e-136	0.93
chr17-7	chr17	7218585	7218801	+	94.4	0.806	87.000000	43.47	3.10e-133	0.80
chr1-21	chr1	46153726	46153942	+	93.5	0.862	77.000000	46.38	5.78e-135	0.92
chr2-21	chr2	27886538	27886754	+	93.5	0.838	59.000000	45.94	1.57e-134	1.21
chr2-11	chr2	96971185	96971401	+	93.5	0.888	77.000000	68.91	4.89e-153	0.91
chr5-9	chr5	153418399	153418615	+	93.5	0.810	74.000000	57.43	1.07e-144	0.93
chr21-8	chr21	47706095	47706311	+	93.5	0.872	80.000000	41.59	5.27e-130	0.90
chr7-4	chr7	5553340	5553556	+	92.7	0.914	80.000000	44.24	2.29e-130	0.88
chr20-18	chr20	40322105	40322321	+	92.7	0.905	70.000000	56.89	6.13e-143	0.98
chr1-33	chr1	212965064	212965280	+	91.8	0.863	62.000000	66.67	9.99e-149	1.11
chr16-22	chr16	33963907	33964123	+	91.8	0.704	61.000000	4.95	1.47e-38	1.17
chr17-11	chr17	79633611	79633827	+	91.8	0.782	79.000000	31.16	1.14e-112	0.87
chr2-38	chr2	133026678	133026894	+	90.9	0.727	38.000000	4.34	1.54e-33	1.78
chr9-6	chr9	35103099	35103315	+	90.9	0.792	73.000000	50.96	2.12e-135	0.93
chr20-12	chr20	35917951	35918167	+	90.9	0.958	76.000000	73.71	2.36e-150	0.94
chr10-7	chr10	12238079	12238295	+	90.0	0.814	73.000000	50.47	1.08e-133	0.94
chr11-14	chr11	65479569	65479785	+	90.0	0.813	71.000000	52.17	3.79e-135	0.94
chr13-5	chr13	100150768	100150984	+	89.2	0.915	78.000000	46.92	3.01e-129	0.85
chr2-13	chr2	24299176	24299392	+	88.3	0.876	72.000000	52.34	1.08e-132	0.94
chr6-13	chr6	7389911	7390127	+	88.3	0.907	63.000000	59.13	5.91e-138	1.04
chr6-10	chr6	30524974	30525190	+	88.3	0.823	72.000000	37.02	7.55e-118	0.91
chr12-10	chr12	109915092	109915308	+	88.3	0.833	80.000000	31.40	7.69e-111	0.86
chr20-13	chr20	34824262	34824478	+	88.3	0.959	74.000000	47.93	6.52e-129	0.94
chr1-23	chr1	218458501	218458717	+	87.4	0.852	73.000000	86.70	5.41e-153	0.90
chr10-28	chr10	42396776	42396992	+	87.4	0.938	44.000000	4.87	2.94e-36	1.58
chr16-14	chr16	3156435	3156651	+	87.4	0.916	80.000000	55.66	5.07e-134	0.81
chr12-14	chr12	112037240	112037456	+	86.5	0.827	65.000000	50.15	2.65e-128	1.00
chr17-12	chr17	61678083	61678299	+	86.5	0.808	73.000000	55.10	2.82e-132	0.90
chr20-11	chr20	34638840	34639056	+	86.5	0.946	76.000000	84.21	3.02e-150	0.87
chr1-25	chr1	43855390	43855606	+	85.7	0.841	67.000000	72.43	2.06e-142	0.96
chr20-16	chr20	2821214	2821430	+	85.7	0.865	70.000000	42.89	1.62e-120	0.93
chrX-2	chrX	21857564	21857780	+	85.7	0.935	66.000000	163.63	8.83e-177	0.97
chr5-10	chr5	40835268	40835484	+	84.8	0.937	73.000000	46.52	1.19e-122	0.88
chr5-14	chr5	110427878	110428094	+	84.8	0.829	62.000000	73.07	4.96e-137	1.05
chr10-8	chr10	102747137	102747353	+	84.8	0.829	71.000000	55.36	7.84e-130	0.91
chr14-6	chr14	35452020	35452236	+	84.8	0.924	65.000000	55.36	7.84e-130	0.99
chr19-18	chr19	2950506	2950722	+	84.8	0.866	69.000000	62.47	7.67e-135	0.93
chr20-19	chr20	34287197	34287413	+	84.8	0.937	69.000000	42.46	6.93e-119	0.92
chr22-8	chr22	26908329	26908545	+	84.8	0.896	68.000000	91.11	1.59e-150	0.95
chr22-6	chr22	29949642	29949858	+	84.8	0.895	71.000000	65.27	1.17e-136	0.91
chrY-1	chrY	10037736	10037952	+	84.8	0.950	49.000000	15.08	4.64e-77	1.32
chr1-20	chr1	27648505	27648721	+	83.9	0.811	77.000000	41.62	7.28e-117	0.85
chr1-22	chr1	145096251	145096467	+	83.9	0.912	75.000000	25.76	1.77e-97	0.86
chr9-5	chr9	138853164	138853380	+	83.9	0.902	74.000000	36.37	2.17e-111	0.85
chr11-13	chr11	62358952	62359168	+	83.9	0.870	71.000000	39.35	1.39e-114	0.91
chr5-8	chr5	892844	893060	+	83.0	0.770	74.000000	38.24	2.90e-112	0.86
chr7-9	chr7	102987972	102988188	+	83.0	0.912	66.000000	28.55	1.42e-100	1.01
chr12-17	chr12	133562844	133563060	+	83.0	0.953	65.000000	104.46	4.72e-153	0.98
chr15-7	chr15	76196105	76196321	+	83.0	0.878	74.000000	47.06	1.25e-120	0.88
chr16-19	chr16	89283967	89284183	+	83.0	0.888	66.000000	53.54	7.69e-126	0.97
chr19-21	chr19	59010829	59011045	+	83.0	0.917	67.000000	89.23	1.30e-146	0.98
chr1-24	chr1	36554352	36554568	+	82.2	0.805	72.000000	38.53	2.13e-111	0.89
chr4-1	chr4	84377023	84377239	+	82.2	0.836	75.000000	52.97	4.12e-124	0.85
chr5-11	chr5	80597303	80597519	+	82.2	0.906	73.000000	73.07	4.96e-137	0.86
chr19-17	chr19	56146241	56146457	+	82.2	0.904	70.000000	47.09	2.13e-119	0.91
chr1-30	chr1	156710961	156711177	+	81.3	0.812	64.000000	47.64	1.29e-118	0.99
chr9-7	chr9	139294580	139294796	+	81.3	0.740	68.000000	30.83	1.72e-101	0.90
chr17-17	chr17	57287246	57287462	+	81.3	0.824	62.000000	91.15	2.05e-144	1.01
chr19-31	chr19	37263868	37264084	+	81.3	0.856	58.000000	63.81	8.03e-129	1.06
chr21-11	chr21	11186510	11186726	+	81.3	0.958	47.000000	40.31	5.09e-112	1.31
chr22-5	chr22	29784460	29784676	+	81.3	0.915	74.000000	61.66	7.74e-129	0.83
chr2-15	chr2	99224864	99225080	+	80.4	0.832	69.000000	49.38	9.32e-119	0.92
chr2-18	chr2	232651011	232651227	+	80.4	0.875	65.000000	51.21	3.51e-120	0.93
chr1-26	chr1	100435413	100435629	+	79.6	0.897	67.000000	66.17	7.43e-129	0.89
chr1-32	chr1	150459637	150459853	+	79.6	0.925	62.000000	59.46	1.08e-124	1.00
chr2-29	chr2	133015197	133015413	+	79.6	0.726	47.000000	4.61	3.87e-30	1.26
chr3-10	chr3	184429737	184429953	+	79.6	0.875	72.000000	55.44	5.61e-122	0.84
chr5-13	chr5	149380085	149380301	+	79.6	0.816	63.000000	47.18	1.79e-114	0.97
chr6-12	chr6	31515210	31515426	+	79.6	0.870	68.000000	41.44	1.03e-110	0.91
chr8-10	chr8	144718054	144718270	+	79.6	0.769	67.000000	44.11	3.98e-113	0.91
chr17-13	chr17	17991092	17991308	+	79.6	0.905	71.000000	79.56	1.45e-134	0.89
chr17-24	chr17	41466042	41466258	+	79.6	0.792	52.000000	36.96	2.63e-106	1.20
chr17-16	chr17	79818908	79819124	+	79.6	0.889	64.000000	30.85	2.28e-99	0.95
chr18-2	chr18	33552490	33552706	+	79.6	0.928	64.000000	70.73	1.88e-131	0.94
